ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
8747,8747,1,2023-05-27,1,4413,73,212,13,8747,1,0
8751,8751,1,2025-07-28,1,4417,99,81,17,8751,1,0
8752,8752,1,2024-10-31,1,4417,97,194,17,8752,1,0
8754,8754,2,2024-04-29,1,4404,22,197,4,8754,1,0
8759,8759,2,2025-06-27,1,4403,13,108,3,8759,1,0
8762,8762,2,2023-07-19,1,4417,98,387,17,8762,1,0
8763,8763,1,2025-08-22,1,4418,105,356,18,8763,1,0
8766,8766,2,2023-04-27,1,4418,107,182,18,8766,1,0
8769,8769,2,2025-03-31,1,4407,40,142,7,8769,1,0
8771,8771,1,2025-09-30,1,4410,55,20,10,8771,1,0
8773,8773,2,2025-02-01,1,4420,118,375,20,8773,1,0
8782,8782,1,2024-11-20,1,4404,20,282,4,8782,1,0
8783,8783,2,2024-04-19,1,4405,28,360,5,8783,1,0
8784,8784,2,2026-01-14,1,4414,79,283,14,8784,1,0
8785,8785,1,2023-11-17,1,4411,61,241,11,8785,1,0
8787,8787,1,2024-05-27,1,4401,3,82,1,8787,1,0
8790,8790,1,2024-01-05,1,4418,108,52,18,8790,1,0
8792,8792,1,2025-08-18,1,4411,66,319,11,8792,1,0
8793,8793,2,2023-04-24,1,4417,98,387,17,8793,1,0
8794,8794,2,2025-04-07,1,4419,113,46,19,8794,1,0
8796,8796,2,2025-06-01,1,4418,107,182,18,8796,1,0
8799,8799,2,2024-08-11,1,4409,51,204,9,8799,1,0
8808,8808,2,2025-08-18,1,4415,90,255,15,8808,1,0
8811,8811,1,2024-04-01,1,4411,62,70,11,8811,1,0
8824,8824,2,2026-01-03,1,4407,42,163,7,8824,1,0
8827,8827,1,2025-04-11,1,4403,13,322,3,8827,1,0
8832,8832,2,2024-06-28,1,4408,47,191,8,8832,1,0
8835,8835,2,2025-11-17,1,4419,110,85,19,8835,1,0
8842,8842,1,2025-06-25,1,4415,86,256,15,8842,1,0
8847,8847,1,2026-01-18,1,4410,60,31,10,8847,1,0
8848,8848,2,2023-10-30,1,4415,86,256,15,8848,1,0
8849,8849,1,2025-05-27,1,4410,57,302,10,8849,1,0
8851,8851,1,2024-08-09,1,4404,24,122,4,8851,1,0
8852,8852,1,2024-09-28,1,4409,49,309,9,8852,1,0
8854,8854,1,2024-06-21,1,4406,32,226,6,8854,1,0
8859,8859,1,2023-07-30,1,4411,64,238,11,8859,1,0
8866,8866,2,2024-07-08,1,4401,4,34,1,8866,1,0
8868,8868,1,2023-12-19,1,4411,61,241,11,8868,1,0
8872,8872,1,2024-08-14,1,4414,82,205,14,8872,1,0
8874,8874,1,2024-10-07,1,4416,91,19,16,8874,1,0
8875,8875,2,2023-06-17,1,4417,101,95,17,8875,1,0
8876,8876,1,2025-05-09,1,4406,35,81,6,8876,1,0
8877,8877,1,2024-12-05,1,4416,96,253,16,8877,1,0
8878,8878,1,2023-07-03,1,4407,39,306,7,8878,1,0
8879,8879,1,2025-10-07,1,4414,84,369,14,8879,1,0
8881,8881,2,2024-08-31,1,4404,19,308,4,8881,1,0
8894,8894,1,2024-07-01,1,4415,89,45,15,8894,1,0
8895,8895,1,2025-08-26,1,4405,26,400,5,8895,1,0
8896,8896,2,2024-12-22,1,4409,51,204,9,8896,1,0
8898,8898,2,2023-05-05,1,4414,80,397,14,8898,1,0
8905,8905,2,2023-01-19,1,4410,59,284,10,8905,1,0
8906,8906,1,2023-04-22,1,4415,85,115,15,8906,1,0
8907,8907,2,2025-05-06,1,4406,31,161,6,8907,1,0
8908,8908,2,2023-05-10,1,4411,62,70,11,8908,1,0
8911,8911,1,2025-01-10,1,4406,32,68,6,8911,1,0
8915,8915,2,2024-01-14,1,4408,45,83,8,8915,1,0
8916,8916,2,2025-10-12,1,4410,58,247,10,8916,1,0
8918,8918,2,2024-07-31,1,4414,84,176,14,8918,1,0
8921,8921,2,2023-12-12,1,4420,117,384,20,8921,1,0
8931,8931,1,2023-12-28,1,4402,11,215,2,8931,1,0
8935,8935,2,2025-05-26,1,4414,80,285,14,8935,1,0
8936,8936,2,2023-05-29,1,4418,106,203,18,8936,1,0
8937,8937,2,2023-08-08,1,4418,106,233,18,8937,1,0
8940,8940,1,2024-05-21,1,4411,66,164,11,8940,1,0
8944,8944,1,2024-10-06,1,4413,73,212,13,8944,1,0
8946,8946,1,2024-04-08,1,4415,88,289,15,8946,1,0
8950,8950,1,2025-04-05,1,4407,39,251,7,8950,1,0
8954,8954,2,2023-03-02,1,4404,22,280,4,8954,1,0
8956,8956,1,2024-03-05,1,4417,98,139,17,8956,1,0
8958,8958,2,2023-12-21,1,4416,94,392,16,8958,1,0
8962,8962,2,2024-02-07,1,4402,11,215,2,8962,1,0
8963,8963,1,2024-12-31,1,4404,22,197,4,8963,1,0
8964,8964,1,2025-04-14,1,4417,98,387,17,8964,1,0
8965,8965,1,2025-05-27,1,4406,31,335,6,8965,1,0
8966,8966,2,2025-01-21,1,4401,1,269,1,8966,1,0
8967,8967,1,2024-07-02,1,4415,90,255,15,8967,1,0
8972,8972,1,2024-02-16,1,4408,46,10,8,8972,1,0
8983,8983,2,2023-04-16,1,4408,44,66,8,8983,1,0
8984,8984,2,2023-01-30,1,4401,6,364,1,8984,1,0
8985,8985,2,2023-07-10,1,4405,27,114,5,8985,1,0
8986,8986,2,2023-10-27,1,4417,102,8,17,8986,1,0
8988,8988,1,2025-09-07,1,4418,107,170,18,8988,1,0
8994,8994,1,2023-07-16,1,4408,48,368,8,8994,1,0
8998,8998,1,2024-01-23,1,4405,30,228,5,8998,1,0
8999,8999,2,2024-06-09,1,4407,40,286,7,8999,1,0
9003,9003,1,2024-12-12,1,4414,79,23,14,9003,1,0
9007,9007,2,2025-11-27,1,4417,98,387,17,9007,1,0
9008,9008,1,2023-03-01,1,4407,40,293,7,9008,1,0
9010,9010,2,2025-02-15,1,4401,1,243,1,9010,1,0
9011,9011,2,2023-10-24,1,4418,105,356,18,9011,1,0
9014,9014,2,2024-12-25,1,4419,113,46,19,9014,1,0
9021,9021,1,2025-03-01,1,4419,109,91,19,9021,1,0
9029,9029,1,2023-10-16,1,4409,51,204,9,9029,1,0
9032,9032,1,2025-12-11,1,4410,56,348,10,9032,1,0
9033,9033,1,2023-10-29,1,4408,45,50,8,9033,1,0
9034,9034,2,2023-09-28,1,4413,75,18,13,9034,1,0
9035,9035,1,2024-07-31,1,4404,19,118,4,9035,1,0
9039,9039,2,2025-04-24,1,4417,102,185,17,9039,1,0
9041,9041,2,2024-08-15,1,4404,21,154,4,9041,1,0
9043,9043,2,2025-04-12,1,4420,120,138,20,9043,1,0
9046,9046,1,2024-03-22,1,4406,34,230,6,9046,1,0
9055,9055,2,2023-09-25,1,4410,55,20,10,9055,1,0
9059,9059,1,2025-02-13,1,4402,12,349,2,9059,1,0
9063,9063,1,2023-08-30,1,4411,63,135,11,9063,1,0
9064,9064,1,2023-02-16,1,4413,75,18,13,9064,1,0
9065,9065,1,2025-04-29,1,4403,16,70,3,9065,1,0
9067,9067,1,2023-04-26,1,4420,115,98,20,9067,1,0
9068,9068,2,2025-04-16,1,4414,79,23,14,9068,1,0
9074,9074,1,2025-07-10,1,4415,88,289,15,9074,1,0
9076,9076,1,2023-08-17,1,4411,61,62,11,9076,1,0
9082,9082,1,2023-02-22,1,4410,57,302,10,9082,1,0
9083,9083,2,2024-02-16,1,4412,69,187,12,9083,1,0
9085,9085,1,2025-07-08,1,4404,19,316,4,9085,1,0
9087,9087,2,2024-01-18,1,4406,32,68,6,9087,1,0
9088,9088,2,2023-05-17,1,4404,19,316,4,9088,1,0
9090,9090,1,2024-07-09,1,4405,28,341,5,9090,1,0
9091,9091,2,2023-06-19,1,4408,43,379,8,9091,1,0
9095,9095,1,2024-07-30,1,4406,32,68,6,9095,1,0
9098,9098,2,2024-03-07,1,4418,106,159,18,9098,1,0
9101,9101,1,2024-10-15,1,4406,34,160,6,9101,1,0
9103,9103,2,2025-09-17,1,4420,119,6,20,9103,1,0
9104,9104,2,2023-05-30,1,4415,90,255,15,9104,1,0
9105,9105,1,2024-04-29,1,4403,15,300,3,9105,1,0
9106,9106,2,2025-03-28,1,4420,115,223,20,9106,1,0
9107,9107,1,2023-02-01,1,4415,89,258,15,9107,1,0
9109,9109,1,2024-01-15,1,4412,68,63,12,9109,1,0
9111,9111,2,2024-08-07,1,4405,27,114,5,9111,1,0
9114,9114,2,2023-06-11,1,4420,117,61,20,9114,1,0
9115,9115,2,2025-07-25,1,4412,68,229,12,9115,1,0
9119,9119,1,2025-01-18,1,4402,8,180,2,9119,1,0
9123,9123,1,2025-06-03,1,4404,19,316,4,9123,1,0
9124,9124,2,2024-02-04,1,4408,44,116,8,9124,1,0
9126,9126,1,2024-02-21,1,4412,68,219,12,9126,1,0
9127,9127,2,2023-09-22,1,4413,75,312,13,9127,1,0
9128,9128,1,2024-03-17,1,4415,86,256,15,9128,1,0
9131,9131,2,2024-02-11,1,4408,46,10,8,9131,1,0
9139,9139,2,2025-06-12,1,4408,45,250,8,9139,1,0
9141,9141,2,2023-11-03,1,4416,95,178,16,9141,1,0
9142,9142,2,2023-04-08,1,4407,37,327,7,9142,1,0
9144,9144,1,2025-08-31,1,4409,51,204,9,9144,1,0
9153,9153,1,2023-07-04,1,4410,57,302,10,9153,1,0
9158,9158,2,2025-06-21,1,4420,119,389,20,9158,1,0
9159,9159,2,2025-04-20,1,4403,16,177,3,9159,1,0
9160,9160,1,2024-10-01,1,4411,66,164,11,9160,1,0
9161,9161,1,2023-06-27,1,4411,61,62,11,9161,1,0
9164,9164,2,2023-03-01,1,4420,117,61,20,9164,1,0
9167,9167,1,2025-01-31,1,4405,25,257,5,9167,1,0
9169,9169,2,2025-07-20,1,4409,50,188,9,9169,1,0
9172,9172,1,2024-04-16,1,4412,70,100,12,9172,1,0
9173,9173,1,2023-07-23,1,4414,82,205,14,9173,1,0
9176,9176,1,2023-02-03,1,4417,102,39,17,9176,1,0
9177,9177,1,2024-10-15,1,4407,37,71,7,9177,1,0
9180,9180,1,2024-05-16,1,4403,13,108,3,9180,1,0
9185,9185,1,2024-08-15,1,4406,33,132,6,9185,1,0
9190,9190,2,2025-11-26,1,4406,36,372,6,9190,1,0
9192,9192,1,2025-05-11,1,4407,40,142,7,9192,1,0
9194,9194,2,2023-12-30,1,4413,76,208,13,9194,1,0
9196,9196,2,2023-12-28,1,4407,37,327,7,9196,1,0
9198,9198,1,2024-09-26,1,4420,117,373,20,9198,1,0
9201,9201,1,2024-06-04,1,4401,1,53,1,9201,1,0
9202,9202,2,2024-12-14,1,4405,25,246,5,9202,1,0
9203,9203,1,2025-05-12,1,4402,9,69,2,9203,1,0
9204,9204,1,2024-04-03,1,4416,91,153,16,9204,1,0
9205,9205,1,2023-10-22,1,4418,106,203,18,9205,1,0
9208,9208,2,2024-02-17,1,4411,64,336,11,9208,1,0
9209,9209,2,2023-11-17,1,4401,6,207,1,9209,1,0
9214,9214,2,2025-09-22,1,4414,84,369,14,9214,1,0
9216,9216,1,2024-07-09,1,4416,91,21,16,9216,1,0
9217,9217,2,2024-10-08,1,4409,49,309,9,9217,1,0
9219,9219,1,2023-11-23,1,4406,33,344,6,9219,1,0
9220,9220,2,2023-09-21,1,4410,60,31,10,9220,1,0
9222,9222,1,2023-09-15,1,4418,108,278,18,9222,1,0
9225,9225,1,2023-01-17,1,4406,32,68,6,9225,1,0
9227,9227,1,2023-10-04,1,4401,6,77,1,9227,1,0
9229,9229,2,2024-07-08,1,4417,101,95,17,9229,1,0
9240,9240,1,2023-12-21,1,4416,91,153,16,9240,1,0
9243,9243,1,2025-12-07,1,4401,1,243,1,9243,1,0
9246,9246,2,2023-05-13,1,4413,77,380,13,9246,1,0
9247,9247,2,2023-09-07,1,4413,75,312,13,9247,1,0
9248,9248,2,2025-03-26,1,4410,58,218,10,9248,1,0
9264,9264,2,2023-07-08,1,4411,63,49,11,9264,1,0
9265,9265,1,2023-11-07,1,4415,87,297,15,9265,1,0
9267,9267,2,2023-07-02,1,4411,61,241,11,9267,1,0
9271,9271,1,2025-11-19,1,4413,73,143,13,9271,1,0
9273,9273,2,2025-02-15,1,4420,116,365,20,9273,1,0
9277,9277,2,2024-03-25,1,4405,27,114,5,9277,1,0
9278,9278,2,2025-04-22,1,4408,45,50,8,9278,1,0
9279,9279,2,2025-09-27,1,4403,14,101,3,9279,1,0
9280,9280,2,2025-08-09,1,4407,38,152,7,9280,1,0
9281,9281,2,2023-12-06,1,4401,4,34,1,9281,1,0
9285,9285,1,2025-01-20,1,4405,30,298,5,9285,1,0
9287,9287,1,2023-11-09,1,4419,114,33,19,9287,1,0
9292,9292,1,2024-12-18,1,4413,75,312,13,9292,1,0
9297,9297,2,2023-09-22,1,4419,114,33,19,9297,1,0
9298,9298,1,2023-02-06,1,4411,65,342,11,9298,1,0
9301,9301,1,2023-02-25,1,4410,55,20,10,9301,1,0
9302,9302,2,2023-09-15,1,4416,96,253,16,9302,1,0
9304,9304,2,2024-09-06,1,4416,94,128,16,9304,1,0
9305,9305,2,2024-10-16,1,4414,82,205,14,9305,1,0
9307,9307,1,2024-08-28,1,4409,53,352,9,9307,1,0
9308,9308,2,2024-07-26,1,4403,18,94,3,9308,1,0
9309,9309,1,2025-09-08,1,4414,82,205,14,9309,1,0
9310,9310,1,2024-09-18,1,4407,40,142,7,9310,1,0
9311,9311,2,2024-06-15,1,4416,92,227,16,9311,1,0
9322,9322,2,2025-07-15,1,4408,43,379,8,9322,1,0
9324,9324,1,2023-05-25,1,4408,43,379,8,9324,1,0
9326,9326,1,2024-05-13,1,4403,13,320,3,9326,1,0
9327,9327,1,2025-05-03,1,4420,117,373,20,9327,1,0
9328,9328,2,2025-02-09,1,4418,103,15,18,9328,1,0
9333,9333,2,2025-09-20,1,4410,59,87,10,9333,1,0
9336,9336,1,2024-12-16,1,4406,36,372,6,9336,1,0
9341,9341,1,2025-04-22,1,4404,21,228,4,9341,1,0
9344,9344,2,2025-12-16,1,4418,105,141,18,9344,1,0
9347,9347,2,2025-11-26,1,4405,28,288,5,9347,1,0
9348,9348,2,2023-09-15,1,4402,12,349,2,9348,1,0
9350,9350,1,2024-03-24,1,4418,106,233,18,9350,1,0
9352,9352,1,2025-12-29,1,4415,86,292,15,9352,1,0
9353,9353,2,2025-01-17,1,4409,50,313,9,9353,1,0
9354,9354,2,2023-10-22,1,4414,81,65,14,9354,1,0
9355,9355,1,2025-09-15,1,4407,41,287,7,9355,1,0
9361,9361,1,2023-06-13,1,4401,1,269,1,9361,1,0
9362,9362,2,2023-08-28,1,4415,85,115,15,9362,1,0
9363,9363,1,2023-02-13,1,4413,77,165,13,9363,1,0
9366,9366,2,2025-01-14,1,4406,36,339,6,9366,1,0
9368,9368,1,2025-10-07,1,4413,74,189,13,9368,1,0
9369,9369,2,2024-05-12,1,4404,22,162,4,9369,1,0
9372,9372,2,2025-03-05,1,4411,63,302,11,9372,1,0
9373,9373,2,2024-12-05,1,4407,40,286,7,9373,1,0
9379,9379,2,2025-04-02,1,4416,94,128,16,9379,1,0
9380,9380,1,2024-02-10,1,4409,53,352,9,9380,1,0
9381,9381,1,2023-10-25,1,4409,50,188,9,9381,1,0
9384,9384,2,2025-01-28,1,4405,29,32,5,9384,1,0
9385,9385,1,2023-11-24,1,4410,60,248,10,9385,1,0
9392,9392,1,2023-07-02,1,4419,113,134,19,9392,1,0
9396,9396,1,2024-06-10,1,4418,105,9,18,9396,1,0
9397,9397,2,2023-06-22,1,4418,106,159,18,9397,1,0
9406,9406,1,2025-08-23,1,4417,102,8,17,9406,1,0
9411,9411,1,2023-11-18,1,4401,5,106,1,9411,1,0
9417,9417,1,2023-11-10,1,4412,71,363,12,9417,1,0
9418,9418,1,2024-07-02,1,4406,35,172,6,9418,1,0
9420,9420,1,2023-12-03,1,4401,5,123,1,9420,1,0
9421,9421,2,2024-01-17,1,4404,20,282,4,9421,1,0
9422,9422,2,2023-06-26,1,4420,118,67,20,9422,1,0
9426,9426,1,2023-02-02,1,4420,116,365,20,9426,1,0
9430,9430,2,2025-01-27,1,4417,99,315,17,9430,1,0
9433,9433,2,2024-08-21,1,4420,116,107,20,9433,1,0
9436,9436,2,2025-05-30,1,4411,65,90,11,9436,1,0
9437,9437,2,2023-06-30,1,4419,111,242,19,9437,1,0
9440,9440,2,2023-04-01,1,4412,72,346,12,9440,1,0
9441,9441,2,2023-01-24,1,4402,9,26,2,9441,1,0
9442,9442,2,2023-09-26,1,4417,98,387,17,9442,1,0
9447,9447,1,2023-01-26,1,4407,37,327,7,9447,1,0
9448,9448,1,2024-05-19,1,4419,113,307,19,9448,1,0
9449,9449,2,2023-10-31,1,4416,96,253,16,9449,1,0
9451,9451,2,2024-06-01,1,4417,100,111,17,9451,1,0
9454,9454,2,2025-03-06,1,4405,25,354,5,9454,1,0
9456,9456,2,2025-03-15,1,4414,79,23,14,9456,1,0
9459,9459,1,2025-10-26,1,4414,81,65,14,9459,1,0
9464,9464,2,2024-10-18,1,4414,84,176,14,9464,1,0
9466,9466,1,2023-09-04,1,4403,16,70,3,9466,1,0
9467,9467,1,2024-07-04,1,4410,55,20,10,9467,1,0
9472,9472,2,2023-04-23,1,4410,57,302,10,9472,1,0
9473,9473,2,2023-02-01,1,4413,78,206,13,9473,1,0
9475,9475,1,2025-10-12,1,4418,105,9,18,9475,1,0
9480,9480,1,2023-09-02,1,4402,10,295,2,9480,1,0
9481,9481,2,2023-12-07,1,4417,100,210,17,9481,1,0
9482,9482,1,2023-10-01,1,4411,66,164,11,9482,1,0
9483,9483,2,2024-11-03,1,4418,108,52,18,9483,1,0
9486,9486,2,2024-03-05,1,4420,117,61,20,9486,1,0
9487,9487,2,2024-07-22,1,4401,5,276,1,9487,1,0
9490,9490,2,2025-12-05,1,4410,59,190,10,9490,1,0
9491,9491,1,2024-02-19,1,4409,49,309,9,9491,1,0
9497,9497,2,2023-02-26,1,4415,87,297,15,9497,1,0
9498,9498,2,2025-01-12,1,4405,25,48,5,9498,1,0
9499,9499,1,2025-09-26,1,4405,29,393,5,9499,1,0
9506,9506,1,2023-08-18,1,4413,78,358,13,9506,1,0
9510,9510,2,2024-07-02,1,4409,54,64,9,9510,1,0
9511,9511,2,2024-06-07,1,4408,48,158,8,9511,1,0
9512,9512,1,2025-05-05,1,4405,26,400,5,9512,1,0
9524,9524,2,2025-04-15,1,4401,5,276,1,9524,1,0
9527,9527,2,2025-05-23,1,4406,34,230,6,9527,1,0
9530,9530,1,2023-06-08,1,4415,88,289,15,9530,1,0
9533,9533,1,2025-04-04,1,4402,8,220,2,9533,1,0
9536,9536,1,2023-12-19,1,4401,3,331,1,9536,1,0
9539,9539,2,2023-06-01,1,4419,110,85,19,9539,1,0
9546,9546,2,2024-12-08,1,4414,82,205,14,9546,1,0
9548,9548,1,2023-02-06,1,4401,2,86,1,9548,1,0
9549,9549,1,2023-05-11,1,4412,69,196,12,9549,1,0
9553,9553,2,2024-09-10,1,4411,65,342,11,9553,1,0
9554,9554,1,2025-06-02,1,4419,111,242,19,9554,1,0
9561,9561,1,2023-09-03,1,4410,60,31,10,9561,1,0
9562,9562,1,2023-04-10,1,4410,56,201,10,9562,1,0
9564,9564,1,2023-03-10,1,4418,103,15,18,9564,1,0
9565,9565,2,2024-11-17,1,4410,56,398,10,9565,1,0
9567,9567,1,2025-08-08,1,4406,31,76,6,9567,1,0
9568,9568,2,2024-12-01,1,4415,87,297,15,9568,1,0
9569,9569,1,2023-11-03,1,4418,104,150,18,9569,1,0
9570,9570,1,2024-11-29,1,4413,74,189,13,9570,1,0
9575,9575,1,2023-01-15,1,4412,69,196,12,9575,1,0
9580,9580,1,2024-06-19,1,4415,86,292,15,9580,1,0
9581,9581,1,2024-07-19,1,4404,21,64,4,9581,1,0
9582,9582,2,2025-03-05,1,4402,9,69,2,9582,1,0
9584,9584,1,2023-03-03,1,4419,114,28,19,9584,1,0
9585,9585,2,2023-08-14,1,4416,92,376,16,9585,1,0
9587,9587,2,2023-02-21,1,4411,65,342,11,9587,1,0
9589,9589,1,2024-10-11,1,4412,68,229,12,9589,1,0
9590,9590,1,2023-06-23,1,4411,64,336,11,9590,1,0
9593,9593,2,2024-03-07,1,4413,73,143,13,9593,1,0
9600,9600,1,2024-08-01,1,4420,115,98,20,9600,1,0
9603,9603,1,2025-07-20,1,4415,89,45,15,9603,1,0
9606,9606,2,2025-01-09,1,4407,37,327,7,9606,1,0
9607,9607,1,2024-12-13,1,4404,21,287,4,9607,1,0
9609,9609,1,2024-06-05,1,4418,106,159,18,9609,1,0
9611,9611,1,2023-06-21,1,4404,20,282,4,9611,1,0
9615,9615,2,2024-04-14,1,4408,44,116,8,9615,1,0
9616,9616,2,2024-07-18,1,4401,3,82,1,9616,1,0
9618,9618,1,2025-02-06,1,4404,22,197,4,9618,1,0
9620,9620,1,2024-09-28,1,4408,45,83,8,9620,1,0
9621,9621,1,2025-04-17,1,4413,78,358,13,9621,1,0
9628,9628,2,2023-09-28,1,4409,50,313,9,9628,1,0
9629,9629,1,2025-01-11,1,4417,101,95,17,9629,1,0
9632,9632,1,2023-10-29,1,4408,43,379,8,9632,1,0
9636,9636,1,2024-10-12,1,4420,116,365,20,9636,1,0
9644,9644,2,2023-06-17,1,4414,82,205,14,9644,1,0
9647,9647,2,2025-08-31,1,4404,21,123,4,9647,1,0
9648,9648,2,2023-04-12,1,4410,60,31,10,9648,1,0
9653,9653,2,2023-04-18,1,4409,52,299,9,9653,1,0
9657,9657,2,2025-05-18,1,4408,43,379,8,9657,1,0
9659,9659,1,2025-02-25,1,4418,106,203,18,9659,1,0
9660,9660,2,2023-03-12,1,4406,34,230,6,9660,1,0
9666,9666,2,2024-03-26,1,4401,1,53,1,9666,1,0
9668,9668,2,2024-12-17,1,4402,9,294,2,9668,1,0
9669,9669,2,2024-12-20,1,4404,23,330,4,9669,1,0
9674,9674,1,2025-01-19,1,4415,88,289,15,9674,1,0
9676,9676,2,2025-01-22,1,4417,98,387,17,9676,1,0
9677,9677,1,2025-11-12,1,4414,81,65,14,9677,1,0
9679,9679,2,2024-11-02,1,4406,34,160,6,9679,1,0
9684,9684,1,2025-04-23,1,4403,13,108,3,9684,1,0
9685,9685,2,2025-09-26,1,4402,7,264,2,9685,1,0
9688,9688,1,2025-01-05,1,4408,48,368,8,9688,1,0
9693,9693,2,2023-09-16,1,4420,120,259,20,9693,1,0
9695,9695,2,2025-02-25,1,4420,117,61,20,9695,1,0
9698,9698,2,2025-08-21,1,4420,118,375,20,9698,1,0
9699,9699,1,2023-03-28,1,4409,53,140,9,9699,1,0
9701,9701,2,2024-09-07,1,4413,73,143,13,9701,1,0
9702,9702,2,2023-04-12,1,4410,58,247,10,9702,1,0
9703,9703,2,2024-02-07,1,4420,119,127,20,9703,1,0
9707,9707,2,2023-03-24,1,4414,79,23,14,9707,1,0
9708,9708,1,2024-03-06,1,4410,57,302,10,9708,1,0
9715,9715,2,2023-09-16,1,4410,60,31,10,9715,1,0
9719,9719,1,2024-01-01,1,4410,56,201,10,9719,1,0
9721,9721,1,2024-01-24,1,4415,89,258,15,9721,1,0
9724,9724,1,2024-11-26,1,4416,91,19,16,9724,1,0
9726,9726,1,2023-11-29,1,4405,26,400,5,9726,1,0
9736,9736,2,2024-01-15,1,4414,80,285,14,9736,1,0
9737,9737,1,2025-01-31,1,4401,6,77,1,9737,1,0
9739,9739,1,2024-08-22,1,4404,21,336,4,9739,1,0
9740,9740,1,2024-06-17,1,4413,74,362,13,9740,1,0
9741,9741,1,2023-07-08,1,4408,48,368,8,9741,1,0
9742,9742,1,2023-10-19,1,4406,32,68,6,9742,1,0
9746,9746,1,2024-01-20,1,4408,46,10,8,9746,1,0
9751,9751,2,2023-06-12,1,4404,19,316,4,9751,1,0
9754,9754,2,2025-06-19,1,4409,54,13,9,9754,1,0
9758,9758,1,2025-04-25,1,4401,1,53,1,9758,1,0
9759,9759,2,2023-12-04,1,4413,78,265,13,9759,1,0
9763,9763,2,2025-04-28,1,4411,64,238,11,9763,1,0
9773,9773,2,2024-03-19,1,4406,31,161,6,9773,1,0
9775,9775,2,2025-10-13,1,4404,23,129,4,9775,1,0
9777,9777,2,2023-05-23,1,4405,28,341,5,9777,1,0
9780,9780,1,2023-01-14,1,4407,38,152,7,9780,1,0
9781,9781,2,2024-01-29,1,4417,100,111,17,9781,1,0
9782,9782,2,2024-02-25,1,4408,44,116,8,9782,1,0
9784,9784,1,2025-10-08,1,4403,13,322,3,9784,1,0
9788,9788,1,2025-11-13,1,4410,60,31,10,9788,1,0
9798,9798,1,2023-10-29,1,4410,60,248,10,9798,1,0
9800,9800,2,2024-10-19,1,4412,70,221,12,9800,1,0
9803,9803,1,2023-10-04,1,4404,24,199,4,9803,1,0
9805,9805,1,2025-06-30,1,4405,26,400,5,9805,1,0
9806,9806,2,2025-12-11,1,4418,108,278,18,9806,1,0
9807,9807,2,2025-11-18,1,4416,92,376,16,9807,1,0
9808,9808,2,2025-03-14,1,4404,21,355,4,9808,1,0
9810,9810,2,2023-11-25,1,4402,11,35,2,9810,1,0
9812,9812,2,2024-12-22,1,4409,52,299,9,9812,1,0
9814,9814,1,2025-04-27,1,4408,44,254,8,9814,1,0
9816,9816,2,2025-02-11,1,4407,40,286,7,9816,1,0
9821,9821,1,2024-05-11,1,4401,5,276,1,9821,1,0
9824,9824,1,2025-12-16,1,4405,27,114,5,9824,1,0
9827,9827,1,2025-09-07,1,4408,46,10,8,9827,1,0
9831,9831,1,2025-12-30,1,4416,94,392,16,9831,1,0
9837,9837,1,2025-01-06,1,4413,75,58,13,9837,1,0
9839,9839,2,2025-08-13,1,4416,96,253,16,9839,1,0
9841,9841,2,2024-02-02,1,4415,89,45,15,9841,1,0
9842,9842,1,2026-01-11,1,4406,36,303,6,9842,1,0
9846,9846,2,2024-10-22,1,4417,97,194,17,9846,1,0
9851,9851,2,2023-11-13,1,4407,40,286,7,9851,1,0
9852,9852,2,2023-05-20,1,4407,41,268,7,9852,1,0
9853,9853,2,2025-03-25,1,4401,3,331,1,9853,1,0
9857,9857,1,2024-04-29,1,4419,110,85,19,9857,1,0
9859,9859,1,2023-03-05,1,4409,52,74,9,9859,1,0
9861,9861,1,2024-10-01,1,4402,10,124,2,9861,1,0
9867,9867,2,2024-09-16,1,4402,9,294,2,9867,1,0
9872,9872,1,2023-01-21,1,4416,93,130,16,9872,1,0
9878,9878,2,2023-07-08,1,4404,23,330,4,9878,1,0
9879,9879,1,2025-04-21,1,4401,5,276,1,9879,1,0
9884,9884,2,2023-05-28,1,4402,12,349,2,9884,1,0
9886,9886,2,2024-05-10,1,4420,115,174,20,9886,1,0
9888,9888,2,2023-05-12,1,4407,38,152,7,9888,1,0
9889,9889,2,2025-06-13,1,4415,87,179,15,9889,1,0
9892,9892,1,2023-01-30,1,4418,103,15,18,9892,1,0
9895,9895,1,2024-03-24,1,4410,58,198,10,9895,1,0
9896,9896,2,2023-01-19,1,4414,83,200,14,9896,1,0
9900,9900,1,2025-06-22,1,4416,92,227,16,9900,1,0
9906,9906,1,2023-12-08,1,4409,53,377,9,9906,1,0
9909,9909,1,2024-11-27,1,4402,12,349,2,9909,1,0
9912,9912,2,2024-02-18,1,4411,63,26,11,9912,1,0
9916,9916,2,2024-09-06,1,4413,75,312,13,9916,1,0
9918,9918,1,2024-05-03,1,4411,66,367,11,9918,1,0
9919,9919,1,2024-11-10,1,4411,66,367,11,9919,1,0
9921,9921,2,2023-08-31,1,4412,72,355,12,9921,1,0
9929,9929,1,2025-12-25,1,4404,23,129,4,9929,1,0
