CSID,CaseMasterID,csdate,cstype,PolicePersonID
5409,5409,2023-09-28,A,366
5410,5410,2025-08-02,A,15
5421,5421,2025-10-24,A,365
5427,5427,2025-04-05,A,359
5431,5431,2025-02-24,A,138
5433,5433,2025-01-18,A,365
5438,5438,2023-07-06,A,34
5439,5439,2024-05-14,A,106
5440,5440,2025-09-08,A,53
5445,5445,2023-08-05,A,256
5446,5446,2024-01-16,A,331
5448,5448,2024-12-06,A,284
5452,5452,2025-07-09,A,115
5460,5460,2024-06-07,A,77
5461,5461,2024-06-25,A,18
5465,5465,2025-09-02,A,297
5467,5467,2025-04-25,A,286
5471,5471,2023-04-12,A,53
5479,5479,2023-09-02,A,3
5481,5481,2025-06-12,A,199
5483,5483,2023-03-05,A,232
5485,5485,2025-10-13,A,322
5486,5486,2024-12-05,A,386
5488,5488,2026-01-07,A,287
5492,5492,2024-01-11,A,187
5500,5500,2024-04-04,A,26
5504,5504,2023-02-24,A,21
5506,5506,2025-03-29,A,236
5508,5508,2024-05-13,A,134
5512,5512,2024-07-28,A,289
5519,5519,2024-02-06,A,152
5520,5520,2023-02-22,A,23
5522,5522,2025-10-09,A,241
5526,5526,2025-11-17,A,101
5528,5528,2024-11-17,A,327
5537,5537,2023-09-23,A,64
5538,5538,2025-07-28,A,364
5542,5542,2026-03-20,A,104
5544,5544,2024-05-04,A,305
5545,5545,2023-08-06,A,204
5553,5553,2023-04-04,A,296
5557,5557,2024-11-25,A,203
5559,5559,2024-01-19,A,262
5565,5565,2025-05-06,A,97
5566,5566,2023-02-27,A,7
5568,5568,2025-07-02,A,317
5569,5569,2025-03-01,A,315
5570,5570,2024-08-05,A,389
5578,5578,2026-02-24,A,164
5579,5579,2024-09-08,A,91
5581,5581,2025-10-18,A,95
5585,5585,2025-09-04,A,15
5586,5586,2026-01-16,A,400
5590,5590,2024-11-27,A,361
5592,5592,2024-11-07,A,160
5594,5594,2025-12-27,A,115
5598,5598,2023-08-18,A,190
5602,5602,2023-05-15,A,158
5610,5610,2023-03-15,A,354
5614,5614,2024-02-19,A,200
5616,5616,2023-10-21,A,115
5618,5618,2024-04-29,A,50
5621,5621,2025-07-20,A,194
5626,5626,2024-06-23,A,31
5629,5629,2025-03-10,A,397
5630,5630,2024-05-05,A,275
5633,5633,2023-06-21,A,139
5634,5634,2023-11-05,A,311
5638,5638,2024-12-27,A,226
5642,5642,2025-12-04,A,62
5644,5644,2024-05-13,A,201
5646,5646,2025-12-27,A,236
5647,5647,2025-10-10,A,65
5655,5655,2024-04-18,A,56
5657,5657,2024-10-17,A,143
5660,5660,2025-04-05,A,313
5661,5661,2025-06-16,A,117
5663,5663,2025-01-24,A,203
5666,5666,2025-10-08,A,160
5674,5674,2024-01-02,A,15
5678,5678,2023-11-27,A,358
5680,5680,2024-05-29,A,167
5683,5683,2023-05-30,A,396
5685,5685,2025-06-10,A,70
5686,5686,2023-06-14,A,397
5689,5689,2025-05-16,A,289
5695,5695,2025-02-07,A,11
5697,5697,2025-01-06,A,81
5699,5699,2024-07-28,A,96
5701,5701,2025-08-29,A,96
5710,5710,2024-10-16,A,145
5716,5716,2025-01-23,A,10
5723,5723,2024-03-23,A,305
5727,5727,2023-11-11,A,76
5728,5728,2025-08-31,A,183
5736,5736,2024-09-25,A,297
5737,5737,2023-07-20,A,114
5741,5741,2023-06-22,A,305
5742,5742,2024-01-02,A,113
5744,5744,2025-06-11,A,358
5748,5748,2024-03-18,A,166
5750,5750,2025-04-10,A,357
5755,5755,2025-05-02,A,188
5756,5756,2023-04-26,A,101
5761,5761,2024-10-08,A,261
5762,5762,2023-08-08,A,115
5763,5763,2025-08-03,A,352
5767,5767,2024-08-11,A,224
5768,5768,2025-08-04,A,328
5770,5770,2024-02-18,A,267
5774,5774,2026-01-15,A,273
5776,5776,2025-05-28,A,150
5779,5779,2025-12-17,A,340
5782,5782,2024-10-21,A,101
5783,5783,2023-03-29,A,126
5785,5785,2025-12-11,A,67
5786,5786,2024-08-24,A,221
5789,5789,2025-10-17,A,101
5790,5790,2024-09-15,A,130
5794,5794,2023-05-17,A,210
5795,5795,2024-06-10,A,12
5811,5811,2024-03-01,A,86
5812,5812,2025-09-27,A,391
5813,5813,2024-04-21,A,387
5814,5814,2023-09-19,A,85
5815,5815,2026-03-05,A,220
5818,5818,2025-10-31,A,228
5826,5826,2023-05-27,A,150
5829,5829,2025-09-23,A,240
5831,5831,2025-01-21,A,15
5836,5836,2024-10-30,A,375
5839,5839,2026-02-04,A,6
5840,5840,2024-02-08,A,88
5841,5841,2025-02-15,A,200
5843,5843,2023-06-11,A,248
5844,5844,2025-12-02,A,155
5845,5845,2025-08-22,A,208
5852,5852,2025-07-14,A,375
5856,5856,2023-11-11,A,8
5857,5857,2024-06-25,A,255
5863,5863,2025-05-10,A,204
5866,5866,2024-10-24,A,352
5870,5870,2024-02-04,A,324
5873,5873,2024-01-13,A,107
5876,5876,2024-05-20,A,194
5879,5879,2025-09-21,A,349
5880,5880,2025-05-23,A,63
5881,5881,2025-03-26,A,340
5882,5882,2025-05-11,A,243
5890,5890,2024-02-26,A,327
5894,5894,2025-09-06,A,182
5896,5896,2023-05-21,A,236
5905,5905,2025-06-22,A,71
5908,5908,2024-11-23,A,338
5909,5909,2024-04-04,A,363
5910,5910,2023-07-11,A,388
5919,5919,2024-01-15,A,155
5921,5921,2023-07-20,A,254
5923,5923,2023-04-07,A,399
5929,5929,2025-10-04,A,269
5938,5938,2025-10-02,A,309
5941,5941,2023-11-18,A,106
5946,5946,2024-04-25,A,343
5950,5950,2024-08-27,A,253
5952,5952,2025-04-09,A,65
5954,5954,2024-04-01,A,70
5958,5958,2023-10-12,A,11
5960,5960,2025-12-11,A,15
5961,5961,2023-10-28,A,92
5963,5963,2025-01-29,A,56
5965,5965,2023-10-25,A,90
5972,5972,2025-04-16,A,338
5974,5974,2023-05-26,A,164
5982,5982,2024-09-10,A,296
6002,6002,2024-07-13,A,240
6006,6006,2023-12-16,A,122
6007,6007,2023-10-16,A,397
6009,6009,2024-05-29,A,5
6010,6010,2024-02-09,A,265
6011,6011,2024-06-09,A,62
6012,6012,2025-03-30,A,82
6023,6023,2023-11-26,A,192
6024,6024,2023-04-05,A,179
6025,6025,2024-09-17,A,35
6030,6030,2023-05-27,A,343
6034,6034,2026-03-03,A,378
6040,6040,2023-06-22,A,205
6046,6046,2024-04-15,A,309
6053,6053,2023-05-03,A,273
6057,6057,2023-05-20,A,315
6059,6059,2024-11-04,A,98
6062,6062,2024-06-27,A,248
6068,6068,2025-10-28,A,346
6076,6076,2026-02-01,A,197
6079,6079,2024-09-14,A,237
6080,6080,2025-03-26,A,75
6082,6082,2023-05-26,A,10
6083,6083,2023-11-08,A,370
6084,6084,2025-12-31,A,230
6091,6091,2024-10-20,A,302
6093,6093,2025-07-25,A,47
6097,6097,2023-03-28,A,187
6100,6100,2026-02-05,A,351
6101,6101,2023-07-07,A,266
6104,6104,2025-11-04,A,240
6105,6105,2023-06-15,A,387
6106,6106,2023-09-09,A,297
6111,6111,2025-02-18,A,161
6113,6113,2023-10-09,A,299
6117,6117,2024-04-18,A,319
6118,6118,2023-05-01,A,126
6123,6123,2024-07-04,A,68
6126,6126,2024-09-27,A,120
6129,6129,2024-05-01,A,203
6130,6130,2025-10-17,A,48
6132,6132,2024-02-13,A,94
6136,6136,2026-03-11,A,368
6138,6138,2024-03-06,A,306
6140,6140,2023-05-30,A,312
6142,6142,2025-11-07,A,313
6146,6146,2024-09-04,A,86
6150,6150,2025-12-06,A,377
6164,6164,2024-10-28,A,48
6169,6169,2025-03-04,A,302
6175,6175,2023-12-11,A,347
6179,6179,2025-09-14,A,391
6181,6181,2026-01-05,A,327
6184,6184,2025-08-29,A,251
6185,6185,2025-08-26,A,164
6188,6188,2023-04-03,A,264
6190,6190,2023-11-26,A,387
6192,6192,2025-03-26,A,221
6193,6193,2024-02-20,A,267
6199,6199,2024-08-18,A,19
6201,6201,2023-06-21,A,85
6208,6208,2025-04-10,A,20
6210,6210,2025-03-03,A,290
6213,6213,2024-03-20,A,95
6215,6215,2024-01-02,A,357
6218,6218,2024-07-11,A,227
6220,6220,2024-03-17,A,126
6223,6223,2023-08-17,A,114
6228,6228,2023-07-09,A,392
6229,6229,2025-04-13,A,10
6231,6231,2025-09-27,A,67
6233,6233,2024-05-15,A,368
6235,6235,2025-12-12,A,207
6238,6238,2024-05-06,A,49
6239,6239,2025-03-31,A,96
6240,6240,2023-10-04,A,139
6247,6247,2023-06-12,A,114
6248,6248,2025-03-04,A,265
6250,6250,2023-05-31,A,267
6251,6251,2024-10-19,A,278
6258,6258,2024-02-07,A,15
6260,6260,2024-12-19,A,373
6268,6268,2025-07-23,A,24
6272,6272,2023-08-11,A,195
6273,6273,2025-04-20,A,367
6274,6274,2025-05-14,A,300
6276,6276,2023-08-11,A,398
6278,6278,2024-10-19,A,204
6282,6282,2024-08-04,A,265
6283,6283,2026-01-29,A,120
6288,6288,2024-09-24,A,200
6293,6293,2025-08-11,A,64
6294,6294,2025-09-20,A,375
6302,6302,2023-10-11,A,370
6305,6305,2023-08-05,A,247
6308,6308,2026-01-27,A,197
6311,6311,2023-08-23,A,38
6314,6314,2024-02-26,A,328
6315,6315,2024-05-27,A,64
6319,6319,2023-05-16,A,145
6327,6327,2024-04-06,A,386
6329,6329,2023-04-12,A,65
6330,6330,2023-09-03,A,351
6331,6331,2023-10-30,A,306
6336,6336,2025-04-03,A,237
6342,6342,2024-10-20,A,77
6351,6351,2023-04-15,A,264
6353,6353,2023-06-19,A,255
6354,6354,2025-05-29,A,385
6356,6356,2026-02-13,A,13
6357,6357,2024-12-23,A,106
6359,6359,2025-09-02,A,266
6360,6360,2024-02-14,A,364
6363,6363,2023-11-17,A,306
6366,6366,2025-01-09,A,103
6371,6371,2023-02-01,A,50
6372,6372,2025-11-09,A,312
6380,6380,2025-09-20,A,106
6393,6393,2024-09-26,A,269
6402,6402,2023-05-05,A,227
6408,6408,2024-07-26,A,111
6410,6410,2023-07-04,A,92
6413,6413,2025-08-13,A,302
6416,6416,2025-11-15,A,115
6423,6423,2024-01-08,A,124
6428,6428,2024-08-02,A,327
6434,6434,2026-01-07,A,309
6437,6437,2026-02-12,A,299
6449,6449,2024-10-16,A,56
6452,6452,2025-06-10,A,309
6457,6457,2023-11-10,A,309
6460,6460,2024-01-26,A,182
6461,6461,2023-07-10,A,231
6466,6466,2025-10-04,A,266
6469,6469,2024-01-19,A,20
6472,6472,2025-02-17,A,343
6473,6473,2025-07-30,A,45
6483,6483,2023-09-15,A,191
6484,6484,2024-04-15,A,35
6487,6487,2023-04-02,A,309
6492,6492,2023-09-01,A,293
6498,6498,2023-12-20,A,293
6502,6502,2024-09-27,A,197
6503,6503,2025-05-11,A,123
6505,6505,2025-01-26,A,360
6508,6508,2025-11-02,A,399
6509,6509,2023-08-25,A,175
6525,6525,2023-08-08,A,130
6527,6527,2024-03-04,A,397
6534,6534,2025-11-14,A,282
6535,6535,2025-03-20,A,227
6540,6540,2023-12-21,A,31
6546,6546,2026-01-21,A,276
6551,6551,2024-03-20,A,99
6552,6552,2025-07-08,A,362
6554,6554,2023-11-05,A,297
6556,6556,2023-12-29,A,32
6561,6561,2023-12-27,A,393
6568,6568,2025-10-01,A,297
6572,6572,2023-03-16,A,358
6578,6578,2023-12-03,A,56
6584,6584,2023-07-12,A,167
6585,6585,2024-01-03,A,87
6593,6593,2026-01-28,A,256
6594,6594,2025-05-09,A,106
6595,6595,2023-05-14,A,271
6597,6597,2023-07-11,A,183
6602,6602,2026-02-11,A,344
6605,6605,2023-04-23,A,197
6606,6606,2024-01-31,A,62
6607,6607,2024-10-22,A,360
6610,6610,2025-09-20,A,220
6616,6616,2023-05-10,A,117
6618,6618,2025-06-06,A,53
6621,6621,2024-06-26,A,253
6622,6622,2023-08-23,A,379
6623,6623,2024-08-26,A,242
6627,6627,2026-02-12,A,66
6630,6630,2023-05-01,A,276
6633,6633,2024-12-14,A,392
6634,6634,2023-10-13,A,258
6641,6641,2025-01-01,A,309
6646,6646,2023-08-08,A,20
6651,6651,2023-09-25,A,93
6652,6652,2024-10-08,A,105
6653,6653,2023-05-31,A,331
6654,6654,2025-03-11,A,196
6667,6667,2024-12-02,A,16
6671,6671,2023-06-09,A,248
6672,6672,2023-07-20,A,76
6676,6676,2023-04-16,A,388
6685,6685,2025-11-06,A,203
6689,6689,2024-11-08,A,196
6692,6692,2025-07-24,A,5
6694,6694,2025-02-22,A,32
6695,6695,2024-11-22,A,155
6697,6697,2024-04-17,A,268
6701,6701,2023-04-09,A,178
6702,6702,2025-02-03,A,114
6708,6708,2023-06-04,A,147
6709,6709,2025-11-08,A,84
6714,6714,2023-08-12,A,321
6715,6715,2024-11-18,A,325
6716,6716,2024-08-23,A,130
6719,6719,2024-09-04,A,321
6721,6721,2026-02-28,A,247
6726,6726,2023-11-19,A,300
6727,6727,2024-08-15,A,10
6728,6728,2024-06-06,A,105
6730,6730,2026-02-14,A,360
6731,6731,2024-12-31,A,231
6732,6732,2023-08-20,A,282
6733,6733,2023-10-25,A,108
6738,6738,2023-04-01,A,74
6741,6741,2026-02-25,A,372
6742,6742,2023-12-04,A,86
6749,6749,2024-05-11,A,81
6755,6755,2024-08-28,A,11
6769,6769,2024-03-09,A,110
6773,6773,2023-04-29,A,201
6777,6777,2024-08-17,A,311
6784,6784,2024-05-12,A,52
6794,6794,2025-02-27,A,266
6804,6804,2024-12-03,A,221
6807,6807,2024-08-16,A,223
6809,6809,2024-04-08,A,379
6812,6812,2024-04-15,A,136
6816,6816,2025-06-27,A,215
6817,6817,2023-07-30,A,36
6818,6818,2023-10-08,A,286
6821,6821,2024-12-16,A,387
6822,6822,2023-10-17,A,302
6829,6829,2023-08-19,A,176
6837,6837,2024-10-09,A,282
6841,6841,2024-10-03,A,227
6842,6842,2024-11-21,A,71
6843,6843,2025-09-10,A,297
6844,6844,2024-09-12,A,344
6847,6847,2025-07-03,A,267
6849,6849,2023-03-02,A,330
6851,6851,2024-02-27,A,368
6852,6852,2025-09-30,A,105
6853,6853,2024-06-11,A,399
6856,6856,2024-04-18,A,148
6858,6858,2026-01-08,A,242
6859,6859,2023-08-13,A,308
6869,6869,2023-05-10,A,68
6877,6877,2024-05-18,A,45
6886,6886,2024-07-04,A,45
6890,6890,2025-02-18,A,380
6891,6891,2025-09-25,A,282
6894,6894,2024-08-10,A,20
6898,6898,2023-09-23,A,357
6908,6908,2023-12-04,A,367
6910,6910,2023-05-17,A,357
6914,6914,2023-05-16,A,254
6918,6918,2024-06-23,A,205
6920,6920,2024-04-02,A,34
6926,6926,2025-09-21,A,11
6927,6927,2023-07-19,A,316
6929,6929,2025-05-13,A,349
6932,6932,2025-02-14,A,397
6934,6934,2024-03-21,A,205
6939,6939,2026-02-01,A,289
6940,6940,2024-12-22,A,100
6942,6942,2023-06-17,A,289
6943,6943,2026-01-18,A,306
6947,6947,2025-05-04,A,295
6954,6954,2023-05-08,A,299
6956,6956,2023-08-21,A,23
6957,6957,2024-11-11,A,201
6959,6959,2024-02-17,A,346
6960,6960,2024-11-22,A,6
6962,6962,2023-03-27,A,68
6964,6964,2023-10-04,A,332
6972,6972,2025-02-05,A,379
6973,6973,2023-12-26,A,100
6981,6981,2023-03-15,A,70
6982,6982,2025-01-15,A,43
6984,6984,2025-08-24,A,141
6985,6985,2025-01-31,A,387
6992,6992,2024-05-13,A,285
6999,6999,2025-10-01,A,276
7003,7003,2024-06-25,A,319
7006,7006,2023-10-17,A,118
7007,7007,2023-07-12,A,241
7009,7009,2025-12-02,A,31
7012,7012,2024-07-24,A,224
7013,7013,2025-07-04,A,330
7017,7017,2023-02-17,A,204
7018,7018,2025-02-14,A,313
7019,7019,2023-11-12,A,16
7021,7021,2024-02-18,A,367
7023,7023,2025-05-28,A,227
7024,7024,2024-08-10,A,86
7025,7025,2024-02-16,A,114
7026,7026,2023-11-07,A,93
7033,7033,2024-07-25,A,107
7037,7037,2025-09-01,A,54
7048,7048,2024-03-01,A,336
7052,7052,2025-11-22,A,95
7053,7053,2023-11-24,A,138
7054,7054,2025-04-01,A,101
7055,7055,2025-11-04,A,11
7057,7057,2023-05-21,A,204
7058,7058,2024-09-08,A,6
7061,7061,2025-12-21,A,14
7063,7063,2025-01-15,A,292
7065,7065,2024-05-27,A,220
7069,7069,2026-01-02,A,253
7074,7074,2025-03-16,A,388
7075,7075,2024-12-04,A,369
7078,7078,2023-11-18,A,76
7080,7080,2025-01-04,A,15
7082,7082,2024-12-12,A,370
7086,7086,2023-05-25,A,230
7087,7087,2024-02-04,A,10
7089,7089,2025-07-05,A,50
7090,7090,2025-01-10,A,253
7093,7093,2023-06-15,A,352
7096,7096,2024-11-11,A,219
7105,7105,2024-01-06,A,122
7111,7111,2025-11-23,A,20
7114,7114,2024-09-05,A,205
7115,7115,2023-07-01,A,19
7120,7120,2024-05-08,A,369
7121,7121,2023-12-21,A,264
7124,7124,2024-01-25,A,252
7126,7126,2023-06-14,A,349
7127,7127,2025-08-26,A,256
7131,7131,2024-01-27,A,376
7132,7132,2026-01-05,A,65
7135,7135,2025-10-14,A,227
7137,7137,2026-01-25,A,115
7139,7139,2024-02-18,A,143
7140,7140,2026-01-05,A,263
7142,7142,2023-09-01,A,85
7144,7144,2024-11-26,A,313
7146,7146,2024-09-25,A,296
7148,7148,2023-02-28,A,400
7151,7151,2025-12-09,A,286
7153,7153,2025-08-18,A,113
7154,7154,2024-09-01,A,13
7155,7155,2023-08-26,A,225
7165,7165,2023-07-04,A,249
7169,7169,2024-12-19,A,224
7172,7172,2025-02-07,A,26
7174,7174,2025-07-23,A,41
7181,7181,2025-09-08,A,187
7187,7187,2024-01-04,A,343
7188,7188,2024-01-22,A,67
7191,7191,2023-06-26,A,370
7192,7192,2024-11-01,A,10
7201,7201,2026-03-10,A,196
7203,7203,2024-02-06,A,122
7204,7204,2024-02-15,A,231
7207,7207,2024-06-22,A,343
7208,7208,2024-02-14,A,204
7210,7210,2023-10-13,A,225
7211,7211,2023-12-08,A,351
7217,7217,2025-12-30,A,380
7229,7229,2023-04-07,A,259
7232,7232,2023-08-28,A,278
7233,7233,2025-03-04,A,10
7237,7237,2024-05-04,A,142
7241,7241,2023-08-03,A,210
7244,7244,2023-11-27,A,379
7246,7246,2024-08-01,A,354
7248,7248,2024-12-16,A,56
7249,7249,2023-08-26,A,285
7251,7251,2023-06-21,A,281
7254,7254,2025-01-25,A,101
7259,7259,2026-02-12,A,29
7260,7260,2024-03-08,A,299
7273,7273,2023-08-27,A,137
7278,7278,2024-12-18,A,349
7285,7285,2024-12-13,A,286
7288,7288,2025-02-07,A,321
7289,7289,2023-08-14,A,241
7294,7294,2025-07-12,A,340
7299,7299,2025-04-22,A,54
7300,7300,2026-01-08,A,27
7303,7303,2025-04-01,A,332
7307,7307,2025-04-01,A,212
7310,7310,2026-02-26,A,6
7311,7311,2024-02-04,A,303
7313,7313,2025-06-20,A,340
7320,7320,2024-12-20,A,220
7321,7321,2023-09-29,A,85
7324,7324,2024-01-06,A,312
7326,7326,2023-12-22,A,363
7327,7327,2024-10-18,A,265
7329,7329,2025-04-25,A,14
7333,7333,2025-02-14,A,61
7337,7337,2023-05-29,A,239
7344,7344,2025-10-15,A,172
7351,7351,2024-03-19,A,99
7352,7352,2025-04-13,A,143
7353,7353,2024-04-20,A,400
7354,7354,2023-03-26,A,298
7355,7355,2023-08-07,A,282
7359,7359,2025-08-22,A,91
7363,7363,2024-07-27,A,363
7371,7371,2025-10-26,A,64
7372,7372,2024-03-22,A,334
7376,7376,2023-05-20,A,63
7380,7380,2025-12-12,A,296
7394,7394,2025-07-14,A,302
7395,7395,2025-04-30,A,212
7400,7400,2024-08-20,A,194
7403,7403,2024-03-25,A,114
7405,7405,2024-11-15,A,8
7406,7406,2025-06-04,A,143
7409,7409,2024-04-03,A,36
7411,7411,2024-04-30,A,346
7415,7415,2024-03-05,A,27
7419,7419,2023-08-02,A,9
7420,7420,2025-09-05,A,49
7423,7423,2023-11-23,A,92
7424,7424,2026-01-18,A,86
7435,7435,2024-03-08,A,278
7436,7436,2023-03-02,A,253
7437,7437,2023-05-26,A,182
7438,7438,2023-09-22,A,388
7439,7439,2024-12-17,A,331
7441,7441,2024-04-25,A,341
7444,7444,2023-09-25,A,52
7447,7447,2025-11-03,A,142
7449,7449,2024-06-23,A,180
7457,7457,2024-09-12,A,277
7461,7461,2024-06-27,A,189
7465,7465,2023-08-28,A,368
7467,7467,2024-03-17,A,75
7471,7471,2024-11-26,A,302
7477,7477,2025-12-05,A,165
7481,7481,2025-10-03,A,386
7483,7483,2025-12-19,A,23
7488,7488,2025-01-25,A,45
7493,7493,2023-11-17,A,126
7497,7497,2023-10-11,A,315
7500,7500,2025-11-07,A,63
7504,7504,2023-10-08,A,111
7510,7510,2023-10-27,A,58
7511,7511,2025-08-01,A,48
7516,7516,2024-02-22,A,266
7519,7519,2025-05-28,A,56
7521,7521,2025-10-20,A,138
7526,7526,2023-11-08,A,18
7527,7527,2025-12-17,A,351
7529,7529,2023-07-10,A,64
7530,7530,2023-09-20,A,266
7532,7532,2024-06-01,A,290
7542,7542,2024-04-01,A,343
7543,7543,2025-02-08,A,34
7545,7545,2023-08-13,A,327
7547,7547,2024-06-11,A,12
7548,7548,2026-01-22,A,47
7552,7552,2023-06-24,A,91
7559,7559,2023-04-19,A,384
7560,7560,2025-11-18,A,365
7562,7562,2023-09-01,A,332
7564,7564,2024-01-11,A,352
7566,7566,2023-09-14,A,65
7567,7567,2024-08-08,A,332
7576,7576,2024-03-14,A,64
7580,7580,2023-04-25,A,221
7585,7585,2025-03-13,A,256
7587,7587,2024-11-29,A,34
7594,7594,2025-11-14,A,119
7598,7598,2024-06-08,A,372
7599,7599,2025-03-11,A,98
7600,7600,2025-10-12,A,369
7602,7602,2025-01-24,A,4
7606,7606,2024-04-22,A,20
7607,7607,2025-04-28,A,241
7609,7609,2025-01-17,A,62
7610,7610,2023-05-18,A,276
7611,7611,2024-01-12,A,108
7612,7612,2025-09-27,A,118
7613,7613,2025-08-21,A,54
7617,7617,2025-03-02,A,178
7626,7626,2023-03-25,A,119
7629,7629,2023-08-21,A,256
7632,7632,2023-12-04,A,35
7635,7635,2025-11-07,A,360
7640,7640,2025-05-20,A,299
7649,7649,2023-03-25,A,13
7650,7650,2025-12-18,A,294
7660,7660,2024-03-20,A,220
7662,7662,2025-03-08,A,190
7664,7664,2025-11-03,A,68
7670,7670,2023-09-05,A,334
7672,7672,2025-03-17,A,391
7674,7674,2025-07-26,A,187
7677,7677,2023-12-05,A,45
7686,7686,2025-02-12,A,114
7689,7689,2023-12-09,A,108
7692,7692,2023-03-25,A,358
7693,7693,2023-09-15,A,127
7696,7696,2025-07-27,A,330
7699,7699,2024-08-15,A,205
7704,7704,2023-11-20,A,374
7707,7707,2025-06-16,A,289
7711,7711,2025-04-08,A,165
7714,7714,2023-06-11,A,39
7715,7715,2025-06-17,A,267
7717,7717,2025-03-25,A,179
7718,7718,2025-11-27,A,400
7721,7721,2023-11-17,A,205
7722,7722,2025-08-25,A,107
7723,7723,2025-02-02,A,55
7733,7733,2024-01-20,A,372
7739,7739,2024-02-16,A,63
7745,7745,2025-05-06,A,205
7748,7748,2025-07-06,A,340
7753,7753,2024-06-30,A,182
7755,7755,2024-08-12,A,85
7761,7761,2024-10-04,A,18
7766,7766,2025-12-18,A,180
7769,7769,2024-06-25,A,282
7770,7770,2024-10-11,A,171
7771,7771,2023-09-16,A,343
7775,7775,2024-07-14,A,225
7778,7778,2025-05-08,A,334
7781,7781,2024-10-18,A,38
7783,7783,2023-02-27,A,97
7786,7786,2024-09-26,A,27
7788,7788,2026-02-04,A,179
7793,7793,2025-02-20,A,118
7794,7794,2024-06-02,A,336
7798,7798,2025-05-01,A,90
7801,7801,2025-11-27,A,92
7807,7807,2025-07-20,A,384
7809,7809,2024-07-07,A,171
7810,7810,2025-08-04,A,196
7816,7816,2025-05-21,A,298
7818,7818,2024-04-23,A,151
7821,7821,2025-12-31,A,207
7822,7822,2023-11-29,A,367
7823,7823,2023-12-26,A,138
7826,7826,2023-10-11,A,258
7828,7828,2025-05-07,A,363
7830,7830,2024-10-03,A,236
7835,7835,2023-08-30,A,250
7836,7836,2025-12-22,A,58
7840,7840,2024-07-10,A,365
7841,7841,2024-07-19,A,197
7846,7846,2025-02-07,A,98
7856,7856,2023-03-16,A,114
7869,7869,2024-07-04,A,221
7871,7871,2023-07-25,A,155
7874,7874,2024-04-17,A,267
7879,7879,2023-02-16,A,204
7883,7883,2023-04-20,A,114
7884,7884,2024-02-28,A,176
7889,7889,2025-07-16,A,20
7890,7890,2024-03-05,A,302
7893,7893,2025-01-21,A,328
7895,7895,2023-08-05,A,343
7896,7896,2024-07-03,A,241
7897,7897,2024-08-12,A,139
7898,7898,2025-11-14,A,211
7902,7902,2026-02-15,A,88
7903,7903,2024-10-13,A,182
7907,7907,2024-03-29,A,282
7909,7909,2024-06-22,A,377
7912,7912,2023-06-27,A,3
7917,7917,2025-09-28,A,88
7918,7918,2025-06-13,A,341
7919,7919,2023-08-16,A,187
7925,7925,2024-05-14,A,151
7929,7929,2023-08-29,A,282
7930,7930,2024-04-23,A,311
7934,7934,2025-02-07,A,197
7942,7942,2024-07-05,A,367
7944,7944,2026-02-17,A,88
7946,7946,2025-09-10,A,112
7949,7949,2024-03-16,A,153
7951,7951,2023-05-20,A,70
7952,7952,2024-10-10,A,358
7953,7953,2023-04-05,A,298
7958,7958,2025-03-02,A,10
7960,7960,2024-07-27,A,343
7962,7962,2025-01-19,A,185
7963,7963,2024-07-23,A,49
7966,7966,2023-05-19,A,332
7971,7971,2025-11-11,A,11
7972,7972,2025-06-22,A,306
7975,7975,2024-11-12,A,288
7979,7979,2025-01-09,A,137
7981,7981,2025-11-18,A,241
7991,7991,2023-02-21,A,367
7993,7993,2025-09-01,A,56
7999,7999,2025-09-12,A,244
8000,8000,2025-09-02,A,159
8002,8002,2024-09-10,A,230
8005,8005,2023-06-28,A,365
8008,8008,2023-09-15,A,397
8010,8010,2024-04-12,A,10
8013,8013,2025-09-17,A,101
8020,8020,2024-10-19,A,330
8023,8023,2025-02-04,A,35
8024,8024,2023-03-16,A,125
8032,8032,2023-08-31,A,143
8034,8034,2023-08-17,A,203
8037,8037,2025-10-20,A,279
8038,8038,2023-07-01,A,166
8045,8045,2025-08-22,A,226
8046,8046,2025-06-09,A,302
8047,8047,2025-04-06,A,16
8053,8053,2024-05-22,A,122
8066,8066,2025-10-05,A,206
8067,8067,2025-09-24,A,85
8070,8070,2024-05-15,A,294
8072,8072,2025-05-09,A,266
8076,8076,2025-11-04,A,265
8079,8079,2025-07-08,A,71
8082,8082,2023-09-07,A,297
8085,8085,2024-10-29,A,384
8087,8087,2023-12-30,A,34
8089,8089,2025-10-13,A,39
8092,8092,2024-11-25,A,53
8094,8094,2024-04-14,A,123
8096,8096,2026-02-13,A,176
8101,8101,2026-01-10,A,63
8104,8104,2024-07-12,A,259
8106,8106,2023-09-16,A,39
8108,8108,2023-04-10,A,377
8112,8112,2025-12-10,A,106
8113,8113,2025-07-25,A,91
8116,8116,2025-12-04,A,110
8119,8119,2025-10-14,A,370
8121,8121,2024-03-05,A,302
8122,8122,2025-03-18,A,221
8124,8124,2025-02-25,A,91
8125,8125,2025-06-13,A,50
8133,8133,2023-11-20,A,204
8137,8137,2023-06-25,A,101
8139,8139,2025-02-16,A,373
8150,8150,2024-07-05,A,258
8152,8152,2024-09-20,A,8
8153,8153,2025-09-19,A,116
8162,8162,2024-11-04,A,282
8163,8163,2025-03-28,A,108
8164,8164,2024-03-28,A,34
8165,8165,2024-06-04,A,320
8172,8172,2024-04-07,A,282
