node,type
VIC-9442,victim
ACC-06145,suspect
VIC-9443,victim
VIC-9444,victim
VIC-9445,victim
VIC-9446,victim
VIC-9447,victim
ACC-07978,suspect
VIC-9448,victim
VIC-9449,victim
VIC-9450,victim
VIC-9451,victim
VIC-9452,victim
ACC-02772,suspect
VIC-9453,victim
VIC-9454,victim
ACC-00287,suspect
VIC-9455,victim
ACC-02178,suspect
VIC-9456,victim
ACC-08522,suspect
VIC-9457,victim
ACC-07849,suspect
VIC-9458,victim
ACC-06117,suspect
VIC-9459,victim
ACC-07111,suspect
VIC-9460,victim
ACC-06679,suspect
VIC-9461,victim
VIC-9462,victim
VIC-9463,victim
VIC-9464,victim
VIC-9465,victim
VIC-9466,victim
ACC-01093,suspect
VIC-9467,victim
VIC-9468,victim
VIC-9469,victim
ACC-00771,suspect
VIC-9470,victim
ACC-02893,suspect
VIC-9471,victim
VIC-9472,victim
VIC-9473,victim
ACC-03954,suspect
VIC-9474,victim
VIC-9475,victim
ACC-08111,suspect
VIC-9476,victim
VIC-9477,victim
VIC-9478,victim
VIC-9479,victim
VIC-9480,victim
VIC-9481,victim
VIC-9482,victim
VIC-9483,victim
VIC-9484,victim
ACC-04176,suspect
VIC-9485,victim
VIC-9486,victim
VIC-9487,victim
ACC-05303,suspect
VIC-9488,victim
ACC-04514,suspect
VIC-9489,victim
VIC-9490,victim
VIC-9491,victim
ACC-04246,suspect
VIC-9492,victim
VIC-9493,victim
ACC-08176,suspect
VIC-9494,victim
VIC-9495,victim
VIC-9496,victim
VIC-9497,victim
VIC-9498,victim
ACC-07122,suspect
VIC-9499,victim
ACC-04802,suspect
VIC-9500,victim
VIC-9501,victim
ACC-03953,suspect
VIC-9502,victim
VIC-9503,victim
VIC-9504,victim
VIC-9505,victim
VIC-9506,victim
VIC-9507,victim
VIC-9508,victim
VIC-9509,victim
VIC-9510,victim
VIC-9511,victim
VIC-9512,victim
ACC-07048,suspect
VIC-9513,victim
VIC-9514,victim
VIC-9515,victim
VIC-9516,victim
VIC-9517,victim
VIC-9518,victim
VIC-9519,victim
VIC-9520,victim
VIC-9521,victim
ACC-01700,suspect
VIC-9522,victim
VIC-9523,victim
VIC-9524,victim
VIC-9525,victim
ACC-07808,suspect
VIC-9526,victim
VIC-9527,victim
VIC-9528,victim
VIC-9529,victim
VIC-9530,victim
ACC-03386,suspect
VIC-9531,victim
VIC-9532,victim
VIC-9533,victim
ACC-06199,suspect
VIC-9534,victim
ACC-04366,suspect
VIC-9535,victim
ACC-07157,suspect
VIC-9536,victim
VIC-9537,victim
ACC-01953,suspect
VIC-9538,victim
VIC-9539,victim
VIC-9540,victim
ACC-02539,suspect
VIC-9541,victim
VIC-9542,victim
ACC-04990,suspect
VIC-9543,victim
ACC-04114,suspect
VIC-9544,victim
VIC-9545,victim
VIC-9546,victim
VIC-9547,victim
ACC-05677,suspect
VIC-9548,victim
VIC-9549,victim
VIC-9550,victim
VIC-9551,victim
VIC-9552,victim
ACC-07243,suspect
VIC-9553,victim
ACC-01799,suspect
VIC-9554,victim
VIC-9555,victim
VIC-9556,victim
VIC-9557,victim
ACC-01374,suspect
VIC-9558,victim
VIC-9559,victim
VIC-9560,victim
VIC-9561,victim
VIC-9562,victim
VIC-9563,victim
VIC-9564,victim
ACC-04465,suspect
VIC-9565,victim
VIC-9566,victim
ACC-06925,suspect
VIC-9567,victim
ACC-04817,suspect
VIC-9568,victim
VIC-9569,victim
ACC-07446,suspect
VIC-9570,victim
ACC-07502,suspect
VIC-9571,victim
VIC-9572,victim
ACC-07589,suspect
VIC-9573,victim
VIC-9574,victim
VIC-9575,victim
VIC-9576,victim
ACC-01348,suspect
VIC-9577,victim
ACC-07630,suspect
VIC-9578,victim
ACC-04359,suspect
VIC-9579,victim
VIC-9580,victim
ACC-02683,suspect
VIC-9581,victim
VIC-9582,victim
ACC-04437,suspect
VIC-9583,victim
ACC-00895,suspect
VIC-9584,victim
VIC-9585,victim
VIC-9586,victim
VIC-9587,victim
ACC-08964,suspect
VIC-9588,victim
VIC-9589,victim
VIC-9590,victim
ACC-04577,suspect
VIC-9591,victim
ACC-04240,suspect
VIC-9592,victim
VIC-9593,victim
ACC-01605,suspect
VIC-9594,victim
VIC-9595,victim
ACC-08210,suspect
VIC-9596,victim
VIC-9597,victim
ACC-02135,suspect
VIC-9598,victim
VIC-9599,victim
VIC-9600,victim
ACC-00880,suspect
VIC-9601,victim
VIC-9602,victim
VIC-9603,victim
VIC-9604,victim
VIC-9605,victim
VIC-9606,victim
VIC-9607,victim
VIC-9608,victim
ACC-04965,suspect
VIC-9609,victim
ACC-01066,suspect
VIC-9610,victim
ACC-03086,suspect
VIC-9611,victim
VIC-9612,victim
VIC-9613,victim
VIC-9614,victim
ACC-08738,suspect
VIC-9615,victim
ACC-08573,suspect
VIC-9616,victim
VIC-9617,victim
ACC-06143,suspect
VIC-9618,victim
ACC-00556,suspect
VIC-9619,victim
VIC-9620,victim
VIC-9621,victim
VIC-9622,victim
ACC-07105,suspect
VIC-9623,victim
VIC-9624,victim
ACC-03870,suspect
VIC-9625,victim
VIC-9626,victim
ACC-01654,suspect
VIC-9627,victim
VIC-9628,victim
ACC-02726,suspect
VIC-9629,victim
VIC-9630,victim
ACC-01215,suspect
VIC-9631,victim
ACC-00101,suspect
VIC-9632,victim
ACC-01245,suspect
VIC-9633,victim
VIC-9634,victim
VIC-9635,victim
VIC-9636,victim
VIC-9637,victim
VIC-9638,victim
VIC-9639,victim
ACC-05139,suspect
VIC-9640,victim
VIC-9641,victim
ACC-05965,suspect
VIC-9642,victim
ACC-07205,suspect
VIC-9643,victim
VIC-9644,victim
ACC-00171,suspect
VIC-9645,victim
ACC-07165,suspect
VIC-9646,victim
VIC-9647,victim
ACC-04065,suspect
VIC-9648,victim
VIC-9649,victim
VIC-9650,victim
VIC-9651,victim
VIC-9652,victim
ACC-03462,suspect
VIC-9653,victim
VIC-9654,victim
ACC-04110,suspect
VIC-9655,victim
VIC-9656,victim
ACC-00349,suspect
VIC-9657,victim
ACC-03417,suspect
VIC-9658,victim
ACC-05584,suspect
VIC-9659,victim
VIC-9660,victim
ACC-00985,suspect
VIC-9661,victim
VIC-9662,victim
VIC-9663,victim
VIC-9664,victim
VIC-9665,victim
VIC-9666,victim
VIC-9667,victim
VIC-9668,victim
ACC-07022,suspect
VIC-9669,victim
VIC-9670,victim
VIC-9671,victim
VIC-9672,victim
VIC-9673,victim
VIC-9674,victim
VIC-9675,victim
VIC-9676,victim
VIC-9677,victim
VIC-9678,victim
VIC-9679,victim
ACC-03029,suspect
VIC-9680,victim
VIC-9681,victim
ACC-02120,suspect
VIC-9682,victim
ACC-08427,suspect
VIC-9683,victim
VIC-9684,victim
VIC-9685,victim
VIC-9686,victim
ACC-03573,suspect
VIC-9687,victim
VIC-9688,victim
VIC-9689,victim
VIC-9690,victim
VIC-9691,victim
ACC-08931,suspect
VIC-9692,victim
VIC-9693,victim
ACC-06226,suspect
VIC-9694,victim
VIC-9695,victim
VIC-9696,victim
ACC-05990,suspect
VIC-9697,victim
VIC-9698,victim
VIC-9699,victim
VIC-9700,victim
ACC-06610,suspect
VIC-9701,victim
VIC-9702,victim
ACC-00587,suspect
VIC-9703,victim
VIC-9704,victim
VIC-9705,victim
ACC-02146,suspect
VIC-9706,victim
ACC-02229,suspect
VIC-9707,victim
VIC-9708,victim
ACC-04164,suspect
VIC-9709,victim
ACC-01221,suspect
VIC-9710,victim
ACC-03243,suspect
VIC-9711,victim
VIC-9712,victim
ACC-06579,suspect
VIC-9713,victim
VIC-9714,victim
VIC-9715,victim
ACC-04355,suspect
VIC-9716,victim
VIC-9717,victim
VIC-9718,victim
VIC-9719,victim
ACC-00035,suspect
VIC-9720,victim
VIC-9721,victim
VIC-9722,victim
VIC-9723,victim
VIC-9724,victim
VIC-9725,victim
VIC-9726,victim
VIC-9727,victim
VIC-9728,victim
ACC-08225,suspect
VIC-9729,victim
VIC-9730,victim
VIC-9731,victim
VIC-9732,victim
ACC-00333,suspect
VIC-9733,victim
VIC-9734,victim
VIC-9735,victim
VIC-9736,victim
VIC-9737,victim
ACC-00903,suspect
VIC-9738,victim
VIC-9739,victim
VIC-9740,victim
VIC-9741,victim
ACC-07686,suspect
VIC-9742,victim
VIC-9743,victim
VIC-9744,victim
ACC-02013,suspect
VIC-9745,victim
VIC-9746,victim
VIC-9747,victim
ACC-04461,suspect
VIC-9748,victim
VIC-9749,victim
VIC-9750,victim
VIC-9751,victim
ACC-05967,suspect
VIC-9752,victim
ACC-04238,suspect
VIC-9753,victim
VIC-9754,victim
VIC-9755,victim
ACC-05708,suspect
VIC-9756,victim
VIC-9757,victim
VIC-9758,victim
VIC-9759,victim
VIC-9760,victim
VIC-9761,victim
ACC-00318,suspect
VIC-9762,victim
VIC-9763,victim
ACC-07333,suspect
VIC-9764,victim
ACC-07366,suspect
VIC-9765,victim
VIC-9766,victim
VIC-9767,victim
VIC-9768,victim
ACC-00597,suspect
VIC-9769,victim
VIC-9770,victim
ACC-06795,suspect
VIC-9771,victim
VIC-9772,victim
VIC-9773,victim
ACC-08689,suspect
VIC-9774,victim
VIC-9775,victim
VIC-9776,victim
VIC-9777,victim
VIC-9778,victim
VIC-9779,victim
VIC-9780,victim
VIC-9781,victim
VIC-9782,victim
ACC-04568,suspect
VIC-9783,victim
ACC-06708,suspect
VIC-9784,victim
VIC-9785,victim
ACC-07549,suspect
VIC-9786,victim
VIC-9787,victim
VIC-9788,victim
VIC-9789,victim
VIC-9790,victim
ACC-01626,suspect
VIC-9791,victim
ACC-04397,suspect
VIC-9792,victim
ACC-03981,suspect
VIC-9793,victim
VIC-9794,victim
VIC-9795,victim
ACC-02310,suspect
VIC-9796,victim
ACC-07195,suspect
VIC-9797,victim
VIC-9798,victim
ACC-08781,suspect
VIC-9799,victim
ACC-01855,suspect
VIC-9800,victim
VIC-9801,victim
VIC-9802,victim
ACC-07310,suspect
VIC-9803,victim
ACC-04247,suspect
VIC-9804,victim
VIC-9805,victim
VIC-9806,victim
VIC-9807,victim
VIC-9808,victim
VIC-9809,victim
ACC-02819,suspect
VIC-9810,victim
VIC-9811,victim
VIC-9812,victim
VIC-9813,victim
ACC-03548,suspect
VIC-9814,victim
VIC-9815,victim
VIC-9816,victim
ACC-06855,suspect
VIC-9817,victim
VIC-9818,victim
VIC-9819,victim
ACC-05235,suspect
VIC-9820,victim
VIC-9821,victim
VIC-9822,victim
VIC-9823,victim
VIC-9824,victim
VIC-9825,victim
VIC-9826,victim
VIC-9827,victim
VIC-9828,victim
VIC-9829,victim
VIC-9830,victim
VIC-9831,victim
ACC-03515,suspect
VIC-9832,victim
VIC-9833,victim
VIC-9834,victim
ACC-05874,suspect
VIC-9835,victim
VIC-9836,victim
VIC-9837,victim
ACC-04159,suspect
VIC-9838,victim
VIC-9839,victim
VIC-9840,victim
VIC-9841,victim
VIC-9842,victim
VIC-9843,victim
ACC-07771,suspect
VIC-9844,victim
VIC-9845,victim
VIC-9846,victim
ACC-08473,suspect
VIC-9847,victim
VIC-9848,victim
VIC-9849,victim
VIC-9850,victim
VIC-9851,victim
ACC-04357,suspect
VIC-9852,victim
VIC-9853,victim
VIC-9854,victim
ACC-05413,suspect
VIC-9855,victim
VIC-9856,victim
VIC-9857,victim
VIC-9858,victim
VIC-9859,victim
VIC-9860,victim
VIC-9861,victim
VIC-9862,victim
VIC-9863,victim
ACC-04982,suspect
VIC-9864,victim
VIC-9865,victim
ACC-07429,suspect
VIC-9866,victim
VIC-9867,victim
ACC-00676,suspect
VIC-9868,victim
ACC-05296,suspect
VIC-9869,victim
ACC-08500,suspect
VIC-9870,victim
ACC-04604,suspect
VIC-9871,victim
VIC-9872,victim
ACC-00589,suspect
VIC-9873,victim
VIC-9874,victim
ACC-07919,suspect
VIC-9875,victim
ACC-08805,suspect
VIC-9876,victim
VIC-9877,victim
ACC-04317,suspect
VIC-9878,victim
VIC-9879,victim
VIC-9880,victim
VIC-9881,victim
VIC-9882,victim
ACC-05043,suspect
VIC-9883,victim
VIC-9884,victim
ACC-04191,suspect
VIC-9885,victim
VIC-9886,victim
VIC-9887,victim
ACC-00007,suspect
VIC-9888,victim
ACC-01275,suspect
VIC-9889,victim
VIC-9890,victim
VIC-9891,victim
ACC-01165,suspect
VIC-9892,victim
VIC-9893,victim
ACC-03502,suspect
VIC-9894,victim
VIC-9895,victim
VIC-9896,victim
VIC-9897,victim
VIC-9898,victim
ACC-02318,suspect
VIC-9899,victim
VIC-9900,victim
VIC-9901,victim
ACC-04767,suspect
VIC-9902,victim
VIC-9903,victim
ACC-04439,suspect
VIC-9904,victim
VIC-9905,victim
VIC-9906,victim
VIC-9907,victim
ACC-07610,suspect
VIC-9908,victim
VIC-9909,victim
VIC-9910,victim
ACC-06168,suspect
VIC-9911,victim
ACC-05109,suspect
VIC-9912,victim
VIC-9913,victim
VIC-9914,victim
VIC-9915,victim
VIC-9916,victim
VIC-9917,victim
VIC-9918,victim
VIC-9919,victim
ACC-08634,suspect
VIC-9920,victim
VIC-9921,victim
VIC-9922,victim
VIC-9923,victim
ACC-02194,suspect
VIC-9924,victim
VIC-9925,victim
VIC-9926,victim
VIC-9927,victim
ACC-01888,suspect
VIC-9928,victim
VIC-9929,victim
ACC-05325,suspect
VIC-9930,victim
ACC-00131,suspect
VIC-9931,victim
ACC-03831,suspect
VIC-9932,victim
VIC-9933,victim
ACC-04692,suspect
VIC-9934,victim
VIC-9935,victim
ACC-08714,suspect
VIC-9936,victim
ACC-05892,suspect
VIC-9937,victim
ACC-02988,suspect
VIC-9938,victim
ACC-03260,suspect
VIC-9939,victim
VIC-9940,victim
VIC-9941,victim
VIC-9942,victim
VIC-9943,victim
VIC-9944,victim
ACC-07412,suspect
VIC-9945,victim
VIC-9946,victim
VIC-9947,victim
VIC-9948,victim
VIC-9949,victim
ACC-05170,suspect
VIC-9950,victim
VIC-9951,victim
VIC-9952,victim
VIC-9953,victim
VIC-9954,victim
VIC-9955,victim
VIC-9956,victim
VIC-9957,victim
ACC-00157,suspect
VIC-9958,victim
ACC-03728,suspect
VIC-9959,victim
VIC-9960,victim
VIC-9961,victim
VIC-9962,victim
VIC-9963,victim
VIC-9964,victim
ACC-07382,suspect
VIC-9965,victim
VIC-9966,victim
VIC-9967,victim
VIC-9968,victim
VIC-9969,victim
VIC-9970,victim
ACC-01261,suspect
VIC-9971,victim
VIC-9972,victim
VIC-9973,victim
VIC-9974,victim
VIC-9975,victim
VIC-9976,victim
VIC-9977,victim
VIC-9978,victim
ACC-00600,suspect
VIC-9979,victim
ACC-08435,suspect
VIC-9980,victim
VIC-9981,victim
VIC-9982,victim
ACC-06219,suspect
VIC-9983,victim
VIC-9984,victim
ACC-06195,suspect
VIC-9985,victim
ACC-04485,suspect
VIC-9986,victim
VIC-9987,victim
ACC-02301,suspect
VIC-9988,victim
ACC-07552,suspect
VIC-9989,victim
ACC-01723,suspect
VIC-9990,victim
VIC-9991,victim
ACC-02825,suspect
VIC-9992,victim
VIC-9993,victim
VIC-9994,victim
ACC-07888,suspect
VIC-9995,victim
VIC-9996,victim
ACC-05618,suspect
VIC-9997,victim
VIC-9998,victim
VIC-9999,victim
VIC-10000,victim
ACC-04206,suspect
VIC-10001,victim
VIC-10002,victim
ACC-07413,suspect
VIC-10003,victim
VIC-10004,victim
ACC-00803,suspect
VIC-10005,victim
VIC-10006,victim
ACC-04435,suspect
VIC-10007,victim
ACC-05013,suspect
VIC-10008,victim
VIC-10009,victim
VIC-10010,victim
VIC-10011,victim
VIC-10012,victim
VIC-10013,victim
VIC-10014,victim
VIC-10015,victim
ACC-06120,suspect
VIC-10016,victim
VIC-10017,victim
VIC-10018,victim
VIC-10019,victim
VIC-10020,victim
ACC-06404,suspect
VIC-10021,victim
VIC-10022,victim
ACC-06284,suspect
VIC-10023,victim
VIC-10024,victim
ACC-07438,suspect
VIC-10025,victim
VIC-10026,victim
VIC-10027,victim
ACC-01663,suspect
VIC-10028,victim
VIC-10029,victim
VIC-10030,victim
VIC-10031,victim
VIC-10032,victim
VIC-10033,victim
VIC-10034,victim
VIC-10035,victim
VIC-10036,victim
ACC-00841,suspect
VIC-10037,victim
VIC-10038,victim
VIC-10039,victim
VIC-10040,victim
VIC-10041,victim
VIC-10042,victim
ACC-01791,suspect
VIC-10043,victim
ACC-02303,suspect
VIC-10044,victim
VIC-10045,victim
VIC-10046,victim
VIC-10047,victim
VIC-10048,victim
ACC-03950,suspect
VIC-10049,victim
ACC-04997,suspect
VIC-10050,victim
ACC-04321,suspect
VIC-10051,victim
ACC-04049,suspect
VIC-10052,victim
ACC-07254,suspect
VIC-10053,victim
VIC-10054,victim
VIC-10055,victim
VIC-10056,victim
VIC-10057,victim
VIC-10058,victim
VIC-10059,victim
VIC-10060,victim
VIC-10061,victim
ACC-01346,suspect
VIC-10062,victim
VIC-10063,victim
VIC-10064,victim
ACC-07476,suspect
VIC-10065,victim
VIC-10066,victim
ACC-07341,suspect
VIC-10067,victim
VIC-10068,victim
VIC-10069,victim
ACC-01381,suspect
VIC-10070,victim
ACC-07170,suspect
VIC-10071,victim
VIC-10072,victim
VIC-10073,victim
VIC-10074,victim
VIC-10075,victim
VIC-10076,victim
VIC-10077,victim
VIC-10078,victim
ACC-03092,suspect
VIC-10079,victim
ACC-00026,suspect
VIC-10080,victim
VIC-10081,victim
ACC-04563,suspect
VIC-10082,victim
ACC-04194,suspect
VIC-10083,victim
VIC-10084,victim
ACC-08687,suspect
VIC-10085,victim
VIC-10086,victim
VIC-10087,victim
VIC-10088,victim
VIC-10089,victim
VIC-10090,victim
ACC-04914,suspect
VIC-10091,victim
VIC-10092,victim
ACC-04512,suspect
VIC-10093,victim
VIC-10094,victim
VIC-10095,victim
ACC-08380,suspect
VIC-10096,victim
VIC-10097,victim
ACC-00297,suspect
VIC-10098,victim
VIC-10099,victim
ACC-02673,suspect
VIC-10100,victim
ACC-02399,suspect
VIC-10101,victim
VIC-10102,victim
VIC-10103,victim
VIC-10104,victim
VIC-10105,victim
VIC-10106,victim
VIC-10107,victim
ACC-04249,suspect
VIC-10108,victim
VIC-10109,victim
VIC-10110,victim
ACC-03765,suspect
VIC-10111,victim
VIC-10112,victim
VIC-10113,victim
VIC-10114,victim
ACC-07896,suspect
VIC-10115,victim
ACC-07543,suspect
VIC-10116,victim
VIC-10117,victim
VIC-10118,victim
ACC-02156,suspect
VIC-10119,victim
VIC-10120,victim
ACC-05360,suspect
VIC-10121,victim
VIC-10122,victim
VIC-10123,victim
VIC-10124,victim
VIC-10125,victim
ACC-07575,suspect
VIC-10126,victim
VIC-10127,victim
ACC-05714,suspect
VIC-10128,victim
VIC-10129,victim
VIC-10130,victim
VIC-10131,victim
VIC-10132,victim
VIC-10133,victim
ACC-03294,suspect
VIC-10134,victim
VIC-10135,victim
ACC-05125,suspect
VIC-10136,victim
VIC-10137,victim
VIC-10138,victim
VIC-10139,victim
VIC-10140,victim
ACC-02422,suspect
VIC-10141,victim
ACC-06638,suspect
VIC-10142,victim
VIC-10143,victim
VIC-10144,victim
VIC-10145,victim
ACC-03999,suspect
VIC-10146,victim
VIC-10147,victim
ACC-05338,suspect
VIC-10148,victim
VIC-10149,victim
VIC-10150,victim
VIC-10151,victim
VIC-10152,victim
VIC-10153,victim
ACC-06902,suspect
VIC-10154,victim
VIC-10155,victim
VIC-10156,victim
ACC-07183,suspect
VIC-10157,victim
VIC-10158,victim
ACC-08469,suspect
VIC-10159,victim
VIC-10160,victim
VIC-10161,victim
VIC-10162,victim
VIC-10163,victim
VIC-10164,victim
ACC-00664,suspect
VIC-10165,victim
VIC-10166,victim
VIC-10167,victim
VIC-10168,victim
VIC-10169,victim
VIC-10170,victim
VIC-10171,victim
VIC-10172,victim
VIC-10173,victim
VIC-10174,victim
VIC-10175,victim
ACC-02019,suspect
VIC-10176,victim
VIC-10177,victim
VIC-10178,victim
VIC-10179,victim
ACC-06818,suspect
VIC-10180,victim
VIC-10181,victim
VIC-10182,victim
VIC-10183,victim
VIC-10184,victim
ACC-04543,suspect
VIC-10185,victim
ACC-00016,suspect
VIC-10186,victim
VIC-10187,victim
VIC-10188,victim
VIC-10189,victim
ACC-03786,suspect
VIC-10190,victim
VIC-10191,victim
ACC-03891,suspect
VIC-10192,victim
ACC-05406,suspect
VIC-10193,victim
ACC-05812,suspect
VIC-10194,victim
VIC-10195,victim
ACC-02567,suspect
VIC-10196,victim
VIC-10197,victim
ACC-01104,suspect
VIC-10198,victim
VIC-10199,victim
ACC-03361,suspect
VIC-10200,victim
VIC-10201,victim
ACC-02269,suspect
VIC-10202,victim
VIC-10203,victim
VIC-10204,victim
VIC-10205,victim
VIC-10206,victim
VIC-10207,victim
ACC-06202,suspect
VIC-10208,victim
VIC-10209,victim
ACC-01341,suspect
VIC-10210,victim
VIC-10211,victim
VIC-10212,victim
VIC-10213,victim
ACC-00978,suspect
VIC-10214,victim
ACC-01823,suspect
VIC-10215,victim
ACC-06712,suspect
VIC-10216,victim
VIC-10217,victim
VIC-10218,victim
ACC-06886,suspect
VIC-10219,victim
VIC-10220,victim
VIC-10221,victim
VIC-10222,victim
ACC-08200,suspect
VIC-10223,victim
VIC-10224,victim
ACC-06190,suspect
VIC-10225,victim
ACC-02294,suspect
VIC-10226,victim
VIC-10227,victim
ACC-01628,suspect
VIC-10228,victim
ACC-04248,suspect
VIC-10229,victim
ACC-00122,suspect
VIC-10230,victim
ACC-03503,suspect
VIC-10231,victim
VIC-10232,victim
VIC-10233,victim
VIC-10234,victim
VIC-10235,victim
VIC-10236,victim
VIC-10237,victim
VIC-10238,victim
VIC-10239,victim
VIC-10240,victim
VIC-10241,victim
VIC-10242,victim
ACC-03852,suspect
VIC-10243,victim
ACC-03707,suspect
VIC-10244,victim
VIC-10245,victim
VIC-10246,victim
VIC-10247,victim
ACC-08716,suspect
VIC-10248,victim
ACC-07741,suspect
VIC-10249,victim
VIC-10250,victim
VIC-10251,victim
ACC-07829,suspect
VIC-10252,victim
VIC-10253,victim
ACC-08923,suspect
VIC-10254,victim
ACC-06030,suspect
VIC-10255,victim
VIC-10256,victim
ACC-08329,suspect
VIC-10257,victim
ACC-01389,suspect
VIC-10258,victim
VIC-10259,victim
VIC-10260,victim
VIC-10261,victim
VIC-10262,victim
VIC-10263,victim
VIC-10264,victim
ACC-00215,suspect
VIC-10265,victim
ACC-04125,suspect
VIC-10266,victim
VIC-10267,victim
VIC-10268,victim
VIC-10269,victim
VIC-10270,victim
VIC-10271,victim
VIC-10272,victim
ACC-04939,suspect
VIC-10273,victim
ACC-00569,suspect
VIC-10274,victim
ACC-05788,suspect
VIC-10275,victim
VIC-10276,victim
VIC-10277,victim
VIC-10278,victim
VIC-10279,victim
VIC-10280,victim
ACC-06375,suspect
VIC-10281,victim
VIC-10282,victim
ACC-04873,suspect
VIC-10283,victim
VIC-10284,victim
VIC-10285,victim
ACC-06850,suspect
VIC-10286,victim
ACC-06756,suspect
VIC-10287,victim
VIC-10288,victim
ACC-03879,suspect
VIC-10289,victim
VIC-10290,victim
VIC-10291,victim
VIC-10292,victim
VIC-10293,victim
ACC-08603,suspect
VIC-10294,victim
VIC-10295,victim
VIC-10296,victim
VIC-10297,victim
VIC-10298,victim
VIC-10299,victim
VIC-10300,victim
VIC-10301,victim
VIC-10302,victim
VIC-10303,victim
ACC-07479,suspect
VIC-10304,victim
ACC-03671,suspect
VIC-10305,victim
VIC-10306,victim
VIC-10307,victim
VIC-10308,victim
VIC-10309,victim
VIC-10310,victim
VIC-10311,victim
VIC-10312,victim
VIC-10313,victim
VIC-10314,victim
VIC-10315,victim
ACC-06785,suspect
VIC-10316,victim
VIC-10317,victim
ACC-06573,suspect
VIC-10318,victim
ACC-08391,suspect
VIC-10319,victim
ACC-00292,suspect
VIC-10320,victim
ACC-04426,suspect
VIC-10321,victim
VIC-10322,victim
VIC-10323,victim
VIC-10324,victim
VIC-10325,victim
VIC-10326,victim
VIC-10327,victim
VIC-10328,victim
VIC-10329,victim
VIC-10330,victim
ACC-02090,suspect
VIC-10331,victim
VIC-10332,victim
VIC-10333,victim
ACC-06783,suspect
VIC-10334,victim
VIC-10335,victim
VIC-10336,victim
VIC-10337,victim
VIC-10338,victim
VIC-10339,victim
VIC-10340,victim
VIC-10341,victim
VIC-10342,victim
VIC-10343,victim
ACC-01986,suspect
VIC-10344,victim
VIC-10345,victim
VIC-10346,victim
ACC-03755,suspect
VIC-10347,victim
ACC-00723,suspect
VIC-10348,victim
VIC-10349,victim
VIC-10350,victim
ACC-07148,suspect
VIC-10351,victim
VIC-10352,victim
VIC-10353,victim
ACC-05979,suspect
VIC-10354,victim
VIC-10355,victim
VIC-10356,victim
VIC-10357,victim
VIC-10358,victim
VIC-10359,victim
VIC-10360,victim
VIC-10361,victim
ACC-05832,suspect
VIC-10362,victim
VIC-10363,victim
VIC-10364,victim
VIC-10365,victim
VIC-10366,victim
VIC-10367,victim
VIC-10368,victim
VIC-10369,victim
VIC-10370,victim
ACC-01792,suspect
VIC-10371,victim
ACC-08086,suspect
VIC-10372,victim
VIC-10373,victim
ACC-05284,suspect
VIC-10374,victim
ACC-03987,suspect
VIC-10375,victim
VIC-10376,victim
VIC-10377,victim
VIC-10378,victim
VIC-10379,victim
ACC-05402,suspect
VIC-10380,victim
VIC-10381,victim
VIC-10382,victim
ACC-02550,suspect
VIC-10383,victim
ACC-05550,suspect
VIC-10384,victim
VIC-10385,victim
VIC-10386,victim
VIC-10387,victim
ACC-04493,suspect
VIC-10388,victim
VIC-10389,victim
VIC-10390,victim
ACC-06425,suspect
VIC-10391,victim
VIC-10392,victim
VIC-10393,victim
VIC-10394,victim
VIC-10395,victim
VIC-10396,victim
VIC-10397,victim
VIC-10398,victim
ACC-06852,suspect
VIC-10399,victim
VIC-10400,victim
ACC-00592,suspect
VIC-10401,victim
VIC-10402,victim
VIC-10403,victim
VIC-10404,victim
VIC-10405,victim
ACC-08014,suspect
VIC-10406,victim
VIC-10407,victim
ACC-05628,suspect
VIC-10408,victim
VIC-10409,victim
VIC-10410,victim
ACC-04124,suspect
VIC-10411,victim
ACC-07827,suspect
VIC-10412,victim
VIC-10413,victim
VIC-10414,victim
ACC-02602,suspect
VIC-10415,victim
VIC-10416,victim
VIC-10417,victim
ACC-05263,suspect
VIC-10418,victim
VIC-10419,victim
VIC-10420,victim
VIC-10421,victim
VIC-10422,victim
VIC-10423,victim
VIC-10424,victim
ACC-08416,suspect
VIC-10425,victim
ACC-07181,suspect
VIC-10426,victim
ACC-05086,suspect
VIC-10427,victim
VIC-10428,victim
VIC-10429,victim
ACC-04533,suspect
VIC-10430,victim
VIC-10431,victim
VIC-10432,victim
VIC-10433,victim
VIC-10434,victim
VIC-10435,victim
VIC-10436,victim
VIC-10437,victim
VIC-10438,victim
VIC-10439,victim
VIC-10440,victim
VIC-10441,victim
ACC-06804,suspect
VIC-10442,victim
VIC-10443,victim
ACC-00544,suspect
VIC-10444,victim
VIC-10445,victim
VIC-10446,victim
VIC-10447,victim
VIC-10448,victim
VIC-10449,victim
VIC-10450,victim
VIC-10451,victim
ACC-08013,suspect
VIC-10452,victim
ACC-00384,suspect
VIC-10453,victim
ACC-08278,suspect
VIC-10454,victim
VIC-10455,victim
VIC-10456,victim
VIC-10457,victim
ACC-03917,suspect
VIC-10458,victim
ACC-00591,suspect
VIC-10459,victim
VIC-10460,victim
VIC-10461,victim
VIC-10462,victim
VIC-10463,victim
VIC-10464,victim
VIC-10465,victim
VIC-10466,victim
VIC-10467,victim
ACC-03374,suspect
VIC-10468,victim
ACC-06658,suspect
VIC-10469,victim
ACC-08038,suspect
VIC-10470,victim
VIC-10471,victim
VIC-10472,victim
VIC-10473,victim
VIC-10474,victim
VIC-10475,victim
