incident_id,date,hour,district,police_station,crime_type,mo,latitude,longitude,suspect_id,victim_id,victim_age,victim_gender,weapon_used,severity_score,resolved,urbanization,pop_density,literacy_rate,unemployment_rate,month,day_of_week,is_weekend,is_repeat_offender,CrimeNo,CaseStatusName,anomaly_score,is_anomaly,hotspot_cluster
INC-009634,2023-11-19,23,Mysuru,Mysuru PS-3,Domestic Violence,dowry-related,12.32612,76.58781,ACC-02211,9634,31,T,False,2.9,0,51,493,72.6,4.8,11,6,True,False,844020009202300003,Under Investigation,1,False,9
INC-009635,2024-05-02,21,Mysuru,Mysuru PS-4,Robbery,chain snatching - two-wheeler,12.2609,76.61715,ACC-05900,9635,32,M,False,4.5,1,51,493,72.6,4.8,5,3,False,True,144020010202400023,Closed,1,False,9
INC-009636,2024-10-06,20,Koppal,Koppal PS-2,Theft,snatch-and-run,15.3271,76.17743,ACC-06684,9636,19,M,False,2.2,1,20,261,65.5,6.6,10,6,True,False,144200116202400025,Charge Sheeted,1,False,12
INC-009637,2024-12-27,22,Kolar,Kolar PS-1,Theft,shop-lifting,13.16736,78.11177,ACC-01525,9637,18,T,False,1.6,0,20,396,73.8,5.6,12,4,False,True,144140079202400031,Undetected,1,False,7
INC-009638,2024-03-15,23,Koppal,Koppal PS-1,Robbery,ATM area targeting,15.40628,76.10846,ACC-08988,9638,32,M,False,5.7,1,20,261,65.5,6.6,3,4,False,False,144200115202400021,Charge Sheeted,1,False,12
INC-009639,2024-07-26,23,Dharwad,Dharwad PS-6,Domestic Violence,dowry-related,15.55202,75.01149,ACC-03513,9639,27,M,False,5.0,1,56,439,80.5,5.7,7,4,False,False,144050030202400026,Charge Sheeted,1,False,2
INC-009640,2024-02-08,20,Tumakuru,Tumakuru PS-4,Cyber Fraud,fake investment call,13.35677,77.09649,ACC-05139,9640,23,M,False,3.2,0,22,276,75.1,5.0,2,3,False,False,344090052202400001,Under Investigation,1,False,17
INC-009641,2025-11-18,20,Tumakuru,Tumakuru PS-3,Domestic Violence,dowry-related,13.27454,77.08303,ACC-08496,9641,16,F,False,4.8,1,22,276,75.1,5.0,11,1,False,False,144090051202500026,Closed,1,False,17
INC-009642,2023-03-27,23,Bengaluru Urban,Bengaluru Urban PS-2,Robbery,armed - two person,12.95018,77.59277,ACC-05965,9642,45,F,True,4.9,1,91,4381,87.7,6.1,3,0,False,False,144010002202300022,Charge Sheeted,1,False,8
INC-009643,2025-02-03,20,Dharwad,Dharwad PS-2,Vehicle Theft,duplicate key,15.42949,75.03155,ACC-07205,9643,59,M,False,1.5,0,56,439,80.5,5.7,2,0,False,False,144050026202500035,Under Investigation,1,False,2
INC-009644,2023-06-02,23,Kolar,Kolar PS-4,Drug Offense,courier network,13.13932,78.05765,ACC-02536,9644,49,T,False,3.9,1,20,396,73.8,5.6,6,4,False,False,844140082202300003,Closed,1,False,7
INC-009645,2024-11-04,12,Hassan,Hassan PS-4,Drug Offense,street-level peddling,12.97979,76.05027,ACC-00171,9645,39,M,False,2.8,0,18,320,78.3,4.6,11,0,False,False,844180106202400004,Undetected,1,False,10
INC-009646,2024-11-16,19,Raichur,Raichur PS-1,Theft,distraction technique,16.10799,77.35868,ACC-07165,9646,19,M,False,2.7,0,24,335,60.5,7.2,11,5,True,False,144130073202400023,Under Investigation,1,False,0
INC-009647,2025-08-20,23,Belagavi,Belagavi PS-3,Drug Offense,street-level peddling,15.83234,74.54157,ACC-00040,9647,41,T,False,4.9,1,24,316,73.9,5.2,8,2,False,True,444040021202500001,Charge Sheeted,1,False,16
INC-009648,2023-04-02,13,Udupi,Udupi PS-6,Vehicle Theft,parking-lot theft,13.28647,74.7667,ACC-04065,9648,30,T,False,2.7,1,27,407,86.2,3.4,4,6,True,True,844100060202300003,Closed,1,False,1
INC-009649,2024-09-20,17,Koppal,Koppal PS-6,Cyber Fraud,UPI phishing,15.26222,76.13818,ACC-04674,9649,15,F,False,4.0,0,20,261,65.5,6.6,9,4,False,False,144200120202400020,Undetected,1,False,12
INC-009650,2023-09-03,23,Shivamogga,Shivamogga PS-1,Theft,snatch-and-run,13.95091,75.60274,ACC-04174,9650,38,M,False,2.6,1,29,254,81.3,4.5,9,6,True,False,144080043202300030,Charge Sheeted,1,False,15
INC-009651,2025-03-02,23,Udupi,Udupi PS-6,Assault,group assault,13.41847,74.69285,ACC-06700,9651,28,M,False,3.1,1,27,407,86.2,3.4,3,6,True,False,144100060202500023,Charge Sheeted,1,False,1
INC-009652,2024-11-09,23,Dakshina Kannada,Dakshina Kannada PS-3,Domestic Violence,dowry-related,12.82412,74.88856,ACC-05581,9652,25,T,False,3.8,0,45,619,88.6,3.9,11,5,True,False,144030015202400021,Under Investigation,1,False,4
INC-009653,2023-04-02,23,Tumakuru,Tumakuru PS-4,Cyber Fraud,OTP scam,13.31695,77.16643,ACC-03462,9653,18,T,False,1.1,1,22,276,75.1,5.0,4,6,True,False,144090052202300020,Charge Sheeted,1,False,17
INC-009654,2025-02-07,23,Mysuru,Mysuru PS-6,Kidnapping,custodial dispute,12.2683,76.6419,ACC-08919,9654,46,F,True,6.8,0,51,493,72.6,4.8,2,4,False,False,144020012202500027,Under Investigation,1,False,9
INC-009655,2023-10-12,16,Kalaburagi,Kalaburagi PS-3,Robbery,armed - two person,17.19068,76.8126,ACC-04110,9655,33,F,False,3.2,1,32,316,64.8,6.9,10,3,False,False,144060033202300015,Charge Sheeted,1,False,3
INC-009656,2024-01-18,21,Chikkamagaluru,Chikkamagaluru PS-5,Theft,shop-lifting,13.28544,75.69668,ACC-02577,9656,21,F,False,2.1,0,19,191,81.9,4.1,1,3,False,True,144150089202400021,Undetected,1,False,13
INC-009657,2025-05-07,22,Shivamogga,Shivamogga PS-1,Theft,distraction technique,13.86355,75.51901,ACC-00349,9657,56,T,False,2.2,1,29,254,81.3,4.5,5,2,False,False,444080043202500002,Charge Sheeted,1,False,15
INC-009658,2024-04-27,23,Ballari,Ballari PS-1,Assault,altercation escalation,15.20878,77.03916,ACC-03417,9658,37,T,False,2.0,1,35,302,67.2,6.4,4,5,True,False,144070037202400028,Charge Sheeted,1,False,6
INC-009659,2025-02-22,17,Hassan,Hassan PS-4,Cyber Fraud,fake investment call,13.01598,76.10785,ACC-05584,9659,29,F,False,3.0,1,18,320,78.3,4.6,2,5,True,False,144180106202500026,Charge Sheeted,1,False,10
INC-009660,2023-02-26,15,Kalaburagi,Kalaburagi PS-4,Cyber Fraud,fake investment call,17.33857,76.75694,ACC-08306,9660,50,M,False,2.9,1,32,316,64.8,6.9,2,6,True,False,844060034202300005,Charge Sheeted,1,False,3
INC-009661,2024-08-05,17,Kalaburagi,Kalaburagi PS-3,Murder,personal enmity,17.33274,76.81694,ACC-00985,9661,27,F,True,9.5,0,32,316,64.8,6.9,8,0,False,False,144060033202400031,Under Investigation,-1,True,3
INC-009662,2024-10-03,18,Bidar,Bidar PS-4,Theft,snatch-and-run,17.9353,77.61996,ACC-00343,9662,35,M,False,1.7,0,21,316,70.5,6.8,10,3,False,False,144120070202400023,Under Investigation,1,False,11
INC-009663,2023-04-09,19,Belagavi,Belagavi PS-3,Theft,snatch-and-run,15.74947,74.59008,ACC-00749,9663,7,T,False,1.1,0,24,316,73.9,5.2,4,6,True,False,144040021202300025,Under Investigation,1,False,16
INC-009664,2024-07-21,21,Koppal,Koppal PS-5,Theft,shop-lifting,15.43417,76.16949,ACC-07501,9664,47,M,False,1.7,1,20,261,65.5,6.6,7,6,True,True,144200119202400019,Closed,1,False,12
INC-009665,2025-11-08,14,Ballari,Ballari PS-3,Theft,shop-lifting,15.17006,76.8383,ACC-04478,9665,43,F,True,3.0,1,35,302,67.2,6.4,11,5,True,False,144070039202500023,Charge Sheeted,1,False,6
INC-009666,2024-03-11,21,Bengaluru Urban,Bengaluru Urban PS-1,Theft,opportunistic pickpocketing,12.91097,77.50132,ACC-08419,9666,20,T,False,1.9,1,91,4381,87.7,6.1,3,0,False,False,144010001202400020,Charge Sheeted,1,False,8
INC-009667,2025-08-18,21,Kalaburagi,Kalaburagi PS-4,Theft,opportunistic pickpocketing,17.31875,76.77262,ACC-02099,9667,36,F,False,1.6,0,32,316,64.8,6.9,8,0,False,False,144060034202500030,Under Investigation,1,False,3
INC-009668,2024-12-03,23,Mysuru,Mysuru PS-3,Theft,shop-lifting,12.17722,76.59149,ACC-05648,9668,48,M,False,1.9,1,51,493,72.6,4.8,12,1,False,False,144020009202400029,Charge Sheeted,1,False,9
INC-009669,2024-12-18,23,Belagavi,Belagavi PS-5,Drug Offense,street-level peddling,15.76091,74.47864,ACC-07022,9669,21,M,False,3.7,1,24,316,73.9,5.2,12,2,False,False,144040023202400019,Charge Sheeted,1,False,16
INC-009670,2025-12-25,15,Tumakuru,Tumakuru PS-2,Murder,gang rivalry,13.36414,77.11305,ACC-04587,9670,23,M,False,9.7,1,22,276,75.1,5.0,12,3,False,False,144090050202500018,Charge Sheeted,1,False,17
INC-009671,2025-02-03,13,Bengaluru Urban,Bengaluru Urban PS-4,Burglary,impersonation - utility worker,12.91886,77.60093,ACC-04179,9671,53,T,False,3.8,1,91,4381,87.7,6.1,2,0,False,True,844010004202500005,Charge Sheeted,1,False,8
INC-009672,2025-04-14,14,Hassan,Hassan PS-6,Vehicle Theft,parking-lot theft,12.94879,76.05832,ACC-01023,9672,36,M,False,3.0,0,18,320,78.3,4.6,4,0,False,False,144180108202500025,Under Investigation,1,False,10
INC-009673,2025-10-07,16,Raichur,Raichur PS-1,Domestic Violence,dowry-related,16.20694,77.22186,ACC-06116,9673,24,T,False,2.5,0,24,335,60.5,7.2,10,1,False,True,144130073202500023,Undetected,1,False,0
INC-009674,2024-12-27,18,Chikkamagaluru,Chikkamagaluru PS-4,Drug Offense,courier network,13.23582,75.87478,ACC-02912,9674,55,T,False,2.1,1,19,191,81.9,4.1,12,4,False,False,144150088202400021,Closed,1,False,13
INC-009675,2024-09-21,23,Davanagere,Davanagere PS-4,Drug Offense,courier network,14.49944,76.0407,ACC-08832,9675,29,T,False,4.5,1,34,429,76.6,5.3,9,5,True,False,144110064202400025,Charge Sheeted,1,False,14
INC-009676,2025-01-21,19,Chitradurga,Chitradurga PS-2,Murder,personal enmity,14.30146,76.43948,ACC-02092,9676,47,M,True,9.9,1,21,197,73.6,5.4,1,1,False,False,144170098202500028,Charge Sheeted,-1,True,5
INC-009677,2025-10-29,17,Kolar,Kolar PS-3,Theft,opportunistic pickpocketing,13.10087,78.2595,ACC-06543,9677,24,T,False,2.9,1,20,396,73.8,5.6,10,2,False,False,144140081202500020,Charge Sheeted,1,False,7
INC-009678,2024-02-18,23,Belagavi,Belagavi PS-2,Theft,snatch-and-run,15.8928,74.49017,ACC-06141,9678,37,F,False,2.4,1,24,316,73.9,5.2,2,6,True,False,144040020202400029,Charge Sheeted,1,False,16
INC-009679,2024-10-23,18,Kalaburagi,Kalaburagi PS-4,Burglary,impersonation - utility worker,17.33858,76.80933,ACC-00907,9679,33,F,False,3.0,1,32,316,64.8,6.9,10,2,False,False,144060034202400025,Closed,1,False,3
INC-009680,2025-11-19,17,Davanagere,Davanagere PS-1,Theft,opportunistic pickpocketing,14.4489,76.10478,ACC-03029,9680,37,T,False,2.1,0,34,429,76.6,5.3,11,2,False,False,144110061202500018,Undetected,1,False,14
INC-009681,2024-01-23,12,Udupi,Udupi PS-3,Cyber Fraud,OTP scam,13.24884,74.6954,ACC-08552,9681,30,M,False,2.5,0,27,407,86.2,3.4,1,1,False,False,344100057202400003,Under Investigation,1,False,1
INC-009682,2023-04-19,13,Raichur,Raichur PS-1,Domestic Violence,repeat household dispute,16.26604,77.31906,ACC-02120,9682,19,F,False,4.7,0,24,335,60.5,7.2,4,2,False,False,144130073202300030,Under Investigation,1,False,0
INC-009683,2023-10-27,11,Chitradurga,Chitradurga PS-3,Vehicle Theft,duplicate key,14.22423,76.3381,ACC-08427,9683,20,T,False,1.4,0,21,197,73.6,5.4,10,4,False,False,144170099202300025,Undetected,1,False,5
INC-009684,2025-04-03,16,Dakshina Kannada,Dakshina Kannada PS-1,Cyber Fraud,SIM swap,13.00987,74.796,ACC-03201,9684,34,F,False,1.9,1,45,619,88.6,3.9,4,3,False,True,144030013202500031,Closed,1,False,4
INC-009685,2025-09-18,23,Mysuru,Mysuru PS-1,Vehicle Theft,duplicate key,12.27693,76.64957,ACC-06167,9685,56,F,False,1.6,1,51,493,72.6,4.8,9,3,False,False,444020007202500003,Closed,1,False,9
INC-009686,2024-06-12,23,Shivamogga,Shivamogga PS-5,Vehicle Theft,duplicate key,14.02107,75.59196,ACC-00816,9686,30,M,True,2.7,0,29,254,81.3,4.5,6,2,False,False,144080047202400027,Undetected,1,False,15
INC-009687,2023-03-10,22,Mysuru,Mysuru PS-4,Domestic Violence,repeat household dispute,12.24128,76.73056,ACC-03573,9687,35,F,True,4.4,0,51,493,72.6,4.8,3,4,False,False,144020010202300016,Undetected,1,False,9
INC-009688,2024-12-07,23,Shivamogga,Shivamogga PS-6,Theft,shop-lifting,13.92714,75.53659,ACC-00416,9688,31,T,False,2.0,1,29,254,81.3,4.5,12,5,True,False,144080048202400021,Charge Sheeted,1,False,15
INC-009689,2024-02-01,21,Mandya,Mandya PS-6,Burglary,forced entry - night,12.57066,76.87222,ACC-06891,9689,51,M,False,2.5,1,17,460,71.9,5.1,2,3,False,False,144190114202400013,Charge Sheeted,1,False,18
INC-009690,2025-09-16,19,Udupi,Udupi PS-5,Murder,gang rivalry,13.34123,74.71566,ACC-03772,9690,23,F,False,9.7,0,27,407,86.2,3.4,9,1,False,False,144100059202500027,Under Investigation,1,False,1
INC-009691,2025-05-19,19,Davanagere,Davanagere PS-4,Vehicle Theft,duplicate key,14.50033,76.05451,ACC-03059,9691,22,T,False,1.6,0,34,429,76.6,5.3,5,0,False,False,144110064202500033,Under Investigation,1,False,14
INC-009692,2024-01-16,18,Kalaburagi,Kalaburagi PS-3,Cyber Fraud,SIM swap,17.33454,76.83931,ACC-08931,9692,41,T,False,1.1,0,32,316,64.8,6.9,1,1,False,False,444060033202400001,Undetected,1,False,3
INC-009693,2023-09-11,14,Koppal,Koppal PS-6,Theft,distraction technique,15.34479,76.14826,ACC-04218,9693,50,F,False,2.0,1,20,261,65.5,6.6,9,0,False,False,144200120202300015,Charge Sheeted,1,False,12
INC-009694,2023-12-30,11,Davanagere,Davanagere PS-2,Assault,group assault,14.50797,76.12508,ACC-06226,9694,30,F,False,4.6,0,34,429,76.6,5.3,12,5,True,False,144110062202300027,Under Investigation,1,False,14
INC-009695,2025-02-06,23,Koppal,Koppal PS-3,Vehicle Theft,duplicate key,15.36148,76.2337,ACC-00560,9695,28,T,False,2.0,1,20,261,65.5,6.6,2,3,False,False,844200117202500003,Charge Sheeted,1,False,12
INC-009696,2024-06-13,23,Kolar,Kolar PS-4,Vehicle Theft,duplicate key,13.10387,78.10264,ACC-05896,9696,23,M,False,1.1,1,20,396,73.8,5.6,6,3,False,False,144140082202400027,Closed,1,False,7
INC-009697,2025-10-22,19,Bengaluru Urban,Bengaluru Urban PS-1,Domestic Violence,dowry-related,13.04944,77.52898,ACC-05990,9697,44,M,False,2.7,0,91,4381,87.7,6.1,10,2,False,False,144010001202500026,Under Investigation,1,False,8
INC-009698,2025-08-17,14,Koppal,Koppal PS-4,Theft,shop-lifting,15.42383,76.16055,ACC-05500,9698,32,F,False,1.9,1,20,261,65.5,6.6,8,6,True,True,144200118202500030,Closed,1,False,12
INC-009699,2023-03-11,18,Tumakuru,Tumakuru PS-5,Burglary,window forced entry,13.32373,77.14694,ACC-02999,9699,6,F,False,3.1,1,22,276,75.1,5.0,3,5,True,True,844090053202300003,Charge Sheeted,1,False,17
INC-009700,2024-05-02,13,Ballari,Ballari PS-3,Theft,distraction technique,15.00406,76.96595,ACC-02657,9700,29,M,False,2.2,1,35,302,67.2,6.4,5,3,False,False,844070039202400006,Closed,1,False,6
INC-009701,2024-09-03,22,Raichur,Raichur PS-1,Murder,domestic escalation,16.22457,77.35843,ACC-06610,9701,27,T,False,8.4,1,24,335,60.5,7.2,9,1,False,False,144130073202400024,Charge Sheeted,1,False,0
INC-009702,2023-03-19,8,Udupi,Udupi PS-4,Theft,distraction technique,13.3792,74.70097,ACC-01211,9702,44,M,False,1.5,1,27,407,86.2,3.4,3,6,True,True,144100058202300016,Charge Sheeted,1,False,1
INC-009703,2024-02-03,23,Koppal,Koppal PS-5,Burglary,impersonation - utility worker,15.38654,76.18336,ACC-00587,9703,36,F,False,3.4,1,20,261,65.5,6.6,2,5,True,False,144200119202400020,Charge Sheeted,1,False,12
INC-009704,2023-01-13,14,Chitradurga,Chitradurga PS-6,Theft,shop-lifting,14.25047,76.47549,ACC-03811,9704,36,T,False,2.5,0,21,197,73.6,5.4,1,4,False,True,144170102202300027,Undetected,1,False,5
INC-009705,2025-11-30,17,Mandya,Mandya PS-4,Theft,opportunistic pickpocketing,12.45047,76.82624,ACC-02614,9705,33,T,True,2.9,0,17,460,71.9,5.1,11,6,True,False,144190112202500023,Under Investigation,1,False,18
INC-009706,2025-05-31,23,Chitradurga,Chitradurga PS-2,Vehicle Theft,duplicate key,14.17266,76.28186,ACC-02146,9706,24,F,False,1.5,0,21,197,73.6,5.4,5,5,True,False,144170098202500029,Under Investigation,1,False,5
INC-009707,2023-03-22,23,Kolar,Kolar PS-1,Drug Offense,street-level peddling,13.13391,78.17421,ACC-02229,9707,32,T,False,2.7,1,20,396,73.8,5.6,3,2,False,False,144140079202300014,Closed,1,False,7
INC-009708,2024-03-05,15,Udupi,Udupi PS-3,Drug Offense,street-level peddling,13.36003,74.81034,ACC-02755,9708,28,M,False,4.7,1,27,407,86.2,3.4,3,1,False,True,844100057202400005,Closed,1,False,1
INC-009709,2025-10-31,14,Raichur,Raichur PS-5,Burglary,impersonation - utility worker,16.21565,77.3565,ACC-04164,9709,59,M,False,2.9,0,24,335,60.5,7.2,10,4,False,False,144130077202500015,Undetected,1,False,0
INC-009710,2023-12-03,14,Bengaluru Urban,Bengaluru Urban PS-5,Burglary,impersonation - utility worker,13.00954,77.57423,ACC-01221,9710,31,F,False,2.1,1,91,4381,87.7,6.1,12,6,True,False,144010005202300022,Charge Sheeted,1,False,8
INC-009711,2024-06-26,21,Chitradurga,Chitradurga PS-6,Vehicle Theft,duplicate key,14.35202,76.3759,ACC-03243,9711,37,F,False,1.7,1,21,197,73.6,5.4,6,2,False,False,144170102202400027,Charge Sheeted,1,False,5
INC-009712,2024-06-23,17,Davanagere,Davanagere PS-4,Robbery,armed - two person,14.52401,75.96258,ACC-04838,9712,58,M,False,4.7,0,34,429,76.6,5.3,6,6,True,False,144110064202400026,Undetected,1,False,14
INC-009713,2024-03-03,23,Mandya,Mandya PS-6,Drug Offense,courier network,12.51212,76.82289,ACC-06579,9713,30,F,False,4.5,0,17,460,71.9,5.1,3,6,True,False,844190114202400004,Undetected,1,False,18
INC-009714,2025-10-13,22,Davanagere,Davanagere PS-2,Assault,workplace dispute,14.48403,75.9723,ACC-05685,9714,36,M,False,4.7,0,34,429,76.6,5.3,10,0,False,False,144110062202500017,Under Investigation,1,False,14
INC-009715,2023-09-08,14,Udupi,Udupi PS-6,Drug Offense,courier network,13.32334,74.80217,ACC-07306,9715,6,M,False,2.9,1,27,407,86.2,3.4,9,4,False,False,144100060202300025,Charge Sheeted,1,False,1
INC-009716,2024-05-01,20,Kalaburagi,Kalaburagi PS-2,Drug Offense,street-level peddling,17.42809,76.8084,ACC-04355,9716,35,T,False,4.0,0,32,316,64.8,6.9,5,2,False,False,144060032202400031,Under Investigation,1,False,3
INC-009717,2024-01-04,23,Mysuru,Mysuru PS-5,Cyber Fraud,fake investment call,12.35245,76.69394,ACC-00385,9717,31,M,False,1.9,0,51,493,72.6,4.8,1,3,False,False,144020011202400030,Under Investigation,1,False,9
INC-009718,2023-04-20,22,Kolar,Kolar PS-4,Murder,gang rivalry,13.17238,78.02368,ACC-00942,9718,10,M,False,9.2,0,20,396,73.8,5.6,4,3,False,False,144140082202300026,Undetected,-1,True,7
INC-009719,2023-12-02,20,Udupi,Udupi PS-2,Cyber Fraud,OTP scam,13.33914,74.82722,ACC-05139,9719,28,T,False,3.3,1,27,407,86.2,3.4,12,5,True,False,144100056202300020,Charge Sheeted,1,False,1
INC-009720,2023-04-14,20,Tumakuru,Tumakuru PS-6,Drug Offense,street-level peddling,13.32541,77.0429,ACC-00035,9720,49,F,False,3.2,0,22,276,75.1,5.0,4,4,False,False,144090054202300025,Under Investigation,1,False,17
INC-009721,2023-12-27,23,Chikkamagaluru,Chikkamagaluru PS-5,Burglary,forced entry - night,13.31055,75.81482,ACC-03220,9721,19,M,False,2.9,1,19,191,81.9,4.1,12,2,False,False,144150089202300023,Charge Sheeted,1,False,13
INC-009722,2024-10-13,20,Bidar,Bidar PS-6,Extortion,online blackmail,17.84895,77.44325,ACC-01241,9722,30,F,False,4.1,0,21,316,70.5,6.8,10,6,True,False,144120072202400025,Undetected,1,False,11
INC-009723,2023-08-08,22,Kolar,Kolar PS-1,Vehicle Theft,duplicate key,13.19279,78.05954,ACC-05819,9723,55,M,False,1.5,0,20,396,73.8,5.6,8,1,False,False,144140079202300015,Under Investigation,1,False,7
INC-009724,2024-11-05,23,Bagalkot,Bagalkot PS-1,Vehicle Theft,parking-lot theft,16.14967,75.66249,ACC-03050,9724,14,F,False,2.4,1,22,316,68.8,6.0,11,1,False,False,144160091202400024,Closed,1,False,19
INC-009725,2023-04-21,23,Bengaluru Urban,Bengaluru Urban PS-1,Burglary,forced entry - night,13.11204,77.75096,ACC-02571,9725,29,T,False,2.2,0,91,4381,87.7,6.1,4,4,False,False,144010001202300018,Under Investigation,1,False,-1
INC-009726,2023-11-10,23,Dharwad,Dharwad PS-2,Burglary,window forced entry,15.41534,74.99357,ACC-04537,9726,40,F,False,2.9,1,56,439,80.5,5.7,11,4,False,True,144050026202300018,Closed,1,False,2
INC-009727,2024-02-18,19,Bagalkot,Bagalkot PS-2,Burglary,impersonation - utility worker,16.13407,75.61675,ACC-05053,9727,13,F,False,3.1,0,22,316,68.8,6.0,2,6,True,False,144160092202400026,Undetected,1,False,19
INC-009728,2025-12-07,18,Davanagere,Davanagere PS-3,Theft,snatch-and-run,14.39627,75.91953,ACC-06213,9728,25,F,False,2.3,0,34,429,76.6,5.3,12,6,True,False,144110063202500027,Undetected,1,False,14
INC-009729,2024-08-14,16,Kolar,Kolar PS-4,Kidnapping,ransom motive,13.17016,78.22343,ACC-08225,9729,23,M,False,7.9,1,20,396,73.8,5.6,8,2,False,True,144140082202400028,Charge Sheeted,1,False,7
INC-009730,2023-07-11,19,Koppal,Koppal PS-5,Cyber Fraud,SIM swap,15.45836,76.05086,ACC-01484,9730,9,M,False,3.2,0,20,261,65.5,6.6,7,1,False,False,144200119202300023,Under Investigation,1,False,12
INC-009731,2024-12-25,17,Bagalkot,Bagalkot PS-6,Theft,opportunistic pickpocketing,16.27865,75.70712,ACC-00920,9731,20,F,False,1.5,1,22,316,68.8,6.0,12,2,False,True,844160096202400001,Charge Sheeted,1,False,19
INC-009732,2023-03-04,23,Hassan,Hassan PS-4,Theft,snatch-and-run,13.12789,76.03621,ACC-05519,9732,17,M,False,2.7,0,18,320,78.3,4.6,3,5,True,False,144180106202300021,Under Investigation,1,False,-1
INC-009733,2025-06-24,21,Bagalkot,Bagalkot PS-2,Robbery,ATM area targeting,16.21288,75.69868,ACC-00333,9733,33,T,True,4.6,0,22,316,68.8,6.0,6,1,False,False,144160092202500024,Under Investigation,1,False,19
INC-009734,2023-08-02,23,Davanagere,Davanagere PS-2,Burglary,impersonation - utility worker,14.49009,76.02252,ACC-07866,9734,37,T,False,2.2,1,34,429,76.6,5.3,8,2,False,False,144110062202300028,Charge Sheeted,1,False,14
INC-009735,2025-01-15,23,Tumakuru,Tumakuru PS-1,Burglary,impersonation - utility worker,13.35978,77.16102,ACC-00971,9735,34,F,False,3.0,0,22,276,75.1,5.0,1,2,False,True,144090049202500024,Under Investigation,1,False,17
INC-009736,2023-12-21,17,Kolar,Kolar PS-2,Domestic Violence,repeat household dispute,13.12893,78.04759,ACC-01898,9736,48,F,False,4.9,1,20,396,73.8,5.6,12,3,False,False,144140080202300028,Closed,1,False,7
INC-009737,2025-01-20,18,Bengaluru Urban,Bengaluru Urban PS-6,Extortion,business intimidation,12.96895,77.60341,ACC-02468,9737,48,M,False,5.6,1,91,4381,87.7,6.1,1,0,False,False,144010006202500015,Charge Sheeted,1,False,8
INC-009738,2024-05-12,15,Chikkamagaluru,Chikkamagaluru PS-5,Assault,group assault,13.34217,75.69169,ACC-00903,9738,30,T,False,2.2,1,19,191,81.9,4.1,5,6,True,False,144150089202400022,Charge Sheeted,1,False,13
INC-009739,2024-07-25,20,Belagavi,Belagavi PS-3,Theft,shop-lifting,15.84378,74.43248,ACC-03498,9739,32,F,False,2.5,1,24,316,73.9,5.2,7,3,False,False,144040021202400024,Closed,1,False,16
INC-009740,2024-05-29,23,Raichur,Raichur PS-2,Cyber Fraud,UPI phishing,16.16904,77.34452,ACC-02110,9740,45,T,False,1.2,1,24,335,60.5,7.2,5,2,False,True,844130074202400004,Charge Sheeted,1,False,0
INC-009741,2023-06-15,12,Shivamogga,Shivamogga PS-6,Robbery,chain snatching - two-wheeler,13.84748,75.60634,ACC-08569,9741,6,M,True,4.3,1,29,254,81.3,4.5,6,3,False,False,144080048202300039,Charge Sheeted,-1,True,15
INC-009742,2023-09-27,17,Kalaburagi,Kalaburagi PS-2,Domestic Violence,dowry-related,17.30538,76.88763,ACC-07686,9742,32,T,False,3.9,1,32,316,64.8,6.9,9,2,False,False,144060032202300021,Charge Sheeted,1,False,3
INC-009743,2023-02-24,18,Chikkamagaluru,Chikkamagaluru PS-5,Cyber Fraud,OTP scam,13.26871,75.8476,ACC-02257,9743,24,M,False,1.9,0,19,191,81.9,4.1,2,4,False,False,144150089202300024,Under Investigation,1,False,13
INC-009744,2025-01-27,23,Kalaburagi,Kalaburagi PS-1,Assault,altercation escalation,17.28809,76.88235,ACC-01631,9744,29,T,True,4.0,0,32,316,64.8,6.9,1,0,False,True,144060031202500023,Undetected,1,False,3
INC-009745,2023-06-08,15,Tumakuru,Tumakuru PS-2,Assault,group assault,13.30262,77.13988,ACC-02013,9745,35,T,True,2.9,0,22,276,75.1,5.0,6,3,False,False,144090050202300017,Undetected,1,False,17
INC-009746,2024-01-18,23,Shivamogga,Shivamogga PS-4,Robbery,ATM area targeting,13.92692,75.56934,ACC-01086,9746,53,T,False,5.5,1,29,254,81.3,4.5,1,3,False,False,144080046202400024,Closed,1,False,15
INC-009747,2023-07-27,16,Hassan,Hassan PS-1,Assault,altercation escalation,13.05864,76.16423,ACC-00201,9747,42,F,False,2.2,0,18,320,78.3,4.6,7,3,False,True,844180103202300005,Under Investigation,1,False,10
INC-009748,2025-11-28,11,Bidar,Bidar PS-2,Theft,snatch-and-run,18.0267,77.61607,ACC-04461,9748,36,F,False,2.0,0,21,316,70.5,6.8,11,4,False,False,144120068202500025,Under Investigation,1,False,-1
INC-009749,2024-09-14,20,Bagalkot,Bagalkot PS-1,Assault,group assault,16.14508,75.70819,ACC-07982,9749,28,T,False,2.6,0,22,316,68.8,6.0,9,5,True,True,144160091202400025,Under Investigation,1,False,19
INC-009750,2024-05-16,10,Udupi,Udupi PS-3,Robbery,ATM area targeting,13.35941,74.70923,ACC-08209,9750,38,T,False,4.9,0,27,407,86.2,3.4,5,3,False,True,144100057202400019,Undetected,1,False,1
INC-009751,2023-06-08,23,Belagavi,Belagavi PS-1,Cyber Fraud,UPI phishing,15.85101,74.50558,ACC-02947,9751,25,T,False,3.0,1,24,316,73.9,5.2,6,3,False,True,144040019202300021,Closed,1,False,16
