CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
8078,144140083202500015,202500015,2025-05-01,200,83,1,2,5,10,1,14,2025-05-01 13:00:00,2025-05-01 14:00:00,2025-05-02 01:00:00,13.14301,78.11356,Drug Offense incident reported at Kolar PS-5.
8079,344070037202500003,202500003,2025-04-24,71,37,3,2,5,10,2,7,2025-04-24 22:00:00,2025-04-24 23:00:00,2025-04-25 10:00:00,15.1446,76.98196,Drug Offense incident reported at Ballari PS-1.
8080,144170100202400018,202400018,2024-04-13,47,100,1,2,3,8,1,17,2024-04-13 12:00:00,2024-04-13 13:00:00,2024-04-13 22:00:00,14.11677,76.39675,Cyber Fraud incident reported at Chitradurga PS-4.
8081,144070042202400021,202400021,2024-07-22,163,42,1,2,5,10,1,7,2024-07-22 23:00:00,2024-07-23 00:00:00,2024-07-23 01:00:00,15.13047,76.96801,Drug Offense incident reported at Ballari PS-6.
8082,144150087202300015,202300015,2023-06-19,297,87,1,2,1,2,2,15,2023-06-19 21:00:00,2023-06-19 22:00:00,2023-06-20 02:00:00,13.4056,75.76509,Assault incident reported at Chikkamagaluru PS-3.
8083,144070039202400019,202400019,2024-05-22,251,39,1,2,4,9,3,7,2024-05-22 17:00:00,2024-05-22 18:00:00,2024-05-22 21:00:00,15.10285,77.10533,Domestic Violence incident reported at Ballari PS-3.
8084,144060036202400021,202400021,2024-09-02,372,36,1,2,2,5,1,6,2024-09-02 21:00:00,2024-09-02 22:00:00,2024-09-03 08:00:00,17.35528,76.78183,Burglary incident reported at Kalaburagi PS-6.
8085,144200117202400022,202400022,2024-09-08,384,117,1,2,3,8,2,20,2024-09-08 14:00:00,2024-09-08 15:00:00,2024-09-08 20:00:00,15.36377,76.12406,Cyber Fraud incident reported at Koppal PS-3.
8086,144110065202400013,202400013,2024-11-24,90,65,1,2,2,4,1,11,2024-11-24 16:00:00,2024-11-24 17:00:00,2024-11-24 17:00:00,14.53903,75.99097,Theft incident reported at Davanagere PS-5.
8087,844010004202300003,202300003,2023-10-06,34,4,8,2,2,4,2,1,2023-10-06 18:00:00,2023-10-06 19:00:00,2023-10-06 22:00:00,13.03956,77.51722,Theft incident reported at Bengaluru Urban PS-4.
8088,144100058202300013,202300013,2023-02-09,198,58,1,2,4,9,4,10,2023-02-09 17:00:00,2023-02-09 18:00:00,2023-02-10 01:00:00,13.28945,74.72567,Domestic Violence incident reported at Udupi PS-4.
8089,144170102202500021,202500021,2025-09-05,39,102,1,2,1,2,2,17,2025-09-05 23:00:00,2025-09-06 00:00:00,2025-09-05 23:00:00,14.17965,76.50767,Assault incident reported at Chitradurga PS-6.
8090,144190112202400017,202400017,2024-07-16,125,112,1,2,5,10,1,19,2024-07-16 14:00:00,2024-07-16 15:00:00,2024-07-16 17:00:00,12.38745,76.91345,Drug Offense incident reported at Mandya PS-4.
8091,144200115202500023,202500023,2025-06-12,98,115,1,2,2,5,1,20,2025-06-12 23:00:00,2025-06-13 00:00:00,2025-06-12 23:00:00,15.3412,76.15992,Burglary incident reported at Koppal PS-1.
8092,144010001202400015,202400015,2024-09-06,53,1,1,2,2,7,2,1,2024-09-06 23:00:00,2024-09-07 00:00:00,2024-09-07 10:00:00,12.86323,77.6246,Vehicle Theft incident reported at Bengaluru Urban PS-1.
8093,144140081202500016,202500016,2025-06-06,65,81,1,2,5,10,4,14,2025-06-06 18:00:00,2025-06-06 19:00:00,2025-06-07 01:00:00,13.1497,78.1509,Drug Offense incident reported at Kolar PS-3.
8094,144010005202400015,202400015,2024-01-23,123,5,1,2,4,9,2,1,2024-01-23 23:00:00,2024-01-24 00:00:00,2024-01-24 03:00:00,13.06366,77.65719,Domestic Violence incident reported at Bengaluru Urban PS-5.
8095,144010006202300024,202300024,2023-12-24,167,6,1,2,2,6,1,1,2023-12-24 20:00:00,2023-12-24 21:00:00,2023-12-25 03:00:00,12.91948,77.60434,Robbery incident reported at Bengaluru Urban PS-6.
8096,144140084202500013,202500013,2025-11-25,176,84,1,2,1,2,2,14,2025-11-25 19:00:00,2025-11-25 20:00:00,2025-11-26 01:00:00,13.11146,78.16907,Assault incident reported at Kolar PS-6.
8097,144140083202500016,202500016,2025-07-09,200,83,1,2,5,10,3,14,2025-07-09 23:00:00,2025-07-10 00:00:00,2025-07-10 08:00:00,13.08838,78.15906,Drug Offense incident reported at Kolar PS-5.
8098,144020010202500027,202500027,2025-07-10,254,10,1,2,3,8,1,2,2025-07-10 17:00:00,2025-07-10 18:00:00,2025-07-10 17:00:00,12.30181,76.6226,Cyber Fraud incident reported at Mysuru PS-4.
8099,144050026202500030,202500030,2025-01-18,400,26,1,2,2,6,1,5,2025-01-18 22:00:00,2025-01-18 23:00:00,2025-01-18 22:00:00,15.41678,75.13447,Robbery incident reported at Dharwad PS-2.
8100,144160093202400017,202400017,2024-06-03,267,93,1,2,4,9,3,16,2024-06-03 23:00:00,2024-06-04 00:00:00,2024-06-04 00:00:00,16.1932,75.62821,Domestic Violence incident reported at Bagalkot PS-3.
8101,144120068202500021,202500021,2025-11-17,63,68,1,2,2,4,2,12,2025-11-17 22:00:00,2025-11-17 23:00:00,2025-11-18 06:00:00,17.82521,77.53322,Theft incident reported at Bidar PS-2.
8102,144190110202300018,202300018,2023-01-24,85,110,1,2,2,4,1,19,2023-01-24 16:00:00,2023-01-24 17:00:00,2023-01-25 02:00:00,12.6028,76.86074,Theft incident reported at Mandya PS-2.
8103,144040022202500020,202500020,2025-11-05,60,22,1,2,2,6,1,4,2025-11-05 23:00:00,2025-11-06 00:00:00,2025-11-06 08:00:00,15.85051,74.45975,Robbery incident reported at Belagavi PS-4.
8104,144200120202400016,202400016,2024-04-18,259,120,1,2,4,9,2,20,2024-04-18 23:00:00,2024-04-19 00:00:00,2024-04-19 10:00:00,15.43306,76.07684,Domestic Violence incident reported at Koppal PS-6.
8105,144160091202300027,202300027,2023-07-28,19,91,1,2,4,9,3,16,2023-07-28 17:00:00,2023-07-28 18:00:00,2023-07-28 18:00:00,16.19928,75.63659,Domestic Violence incident reported at Bagalkot PS-1.
8106,144030016202300019,202300019,2023-08-17,39,16,1,2,2,4,2,3,2023-08-17 20:00:00,2023-08-17 21:00:00,2023-08-17 23:00:00,12.78742,74.90102,Theft incident reported at Dakshina Kannada PS-4.
8107,144070037202300022,202300022,2023-01-22,327,37,1,2,2,7,4,7,2023-01-22 18:00:00,2023-01-22 19:00:00,2023-01-22 21:00:00,15.16926,76.87215,Vehicle Theft incident reported at Ballari PS-1.
8108,144090053202300020,202300020,2023-03-08,377,53,1,2,2,4,2,9,2023-03-08 19:00:00,2023-03-08 20:00:00,2023-03-08 21:00:00,13.38827,77.04699,Theft incident reported at Tumakuru PS-5.
8109,144170102202400022,202400022,2024-10-23,39,102,1,2,4,9,1,17,2024-10-23 22:00:00,2024-10-23 23:00:00,2024-10-24 05:00:00,14.17831,76.46285,Domestic Violence incident reported at Chitradurga PS-6.
8110,344070042202300002,202300002,2023-09-14,29,42,3,2,2,5,1,7,2023-09-14 22:00:00,2023-09-14 23:00:00,2023-09-15 06:00:00,15.18191,77.07325,Burglary incident reported at Ballari PS-6.
8111,144160091202500019,202500019,2025-07-06,153,91,1,2,2,6,1,16,2025-07-06 23:00:00,2025-07-07 00:00:00,2025-07-07 00:00:00,16.30886,75.65671,Robbery incident reported at Bagalkot PS-1.
8112,844060035202500008,202500008,2025-10-30,106,35,8,2,2,7,2,6,2025-10-30 21:00:00,2025-10-30 22:00:00,2025-10-31 09:00:00,17.34798,76.82786,Vehicle Theft incident reported at Kalaburagi PS-5.
8113,144190109202500023,202500023,2025-06-09,91,109,1,2,1,2,2,19,2025-06-09 23:00:00,2025-06-10 00:00:00,2025-06-09 23:00:00,12.40172,76.89064,Assault incident reported at Mandya PS-1.
8114,144150085202300022,202300022,2023-05-11,155,85,1,2,1,3,1,15,2023-05-11 14:00:00,2023-05-11 15:00:00,2023-05-11 14:00:00,13.34904,75.74387,Kidnapping incident reported at Chikkamagaluru PS-1.
8115,144140082202300022,202300022,2023-08-29,205,82,1,2,2,4,1,14,2023-08-29 19:00:00,2023-08-29 20:00:00,2023-08-29 19:00:00,13.08948,78.06896,Theft incident reported at Kolar PS-4.
8116,444130076202500001,202500001,2025-10-04,110,76,4,2,1,2,2,13,2025-10-04 15:00:00,2025-10-04 16:00:00,2025-10-04 17:00:00,16.30206,77.34105,Assault incident reported at Raichur PS-4.
8117,144070039202400020,202400020,2024-02-05,157,39,1,2,2,11,1,7,2024-02-05 23:00:00,2024-02-06 00:00:00,2024-02-06 05:00:00,15.20171,76.97678,Extortion incident reported at Ballari PS-3.
8118,144040024202400018,202400018,2024-07-10,225,24,1,2,1,2,3,4,2024-07-10 23:00:00,2024-07-11 00:00:00,2024-07-11 06:00:00,15.78743,74.50331,Assault incident reported at Belagavi PS-6.
8119,144120067202500021,202500021,2025-07-16,370,67,1,2,4,9,2,12,2025-07-16 23:00:00,2025-07-17 00:00:00,2025-07-17 00:00:00,17.89593,77.42757,Domestic Violence incident reported at Bidar PS-1.
8120,144070037202500017,202500017,2025-07-25,324,37,1,2,5,10,3,7,2025-07-25 15:00:00,2025-07-25 16:00:00,2025-07-26 01:00:00,15.16432,76.91085,Drug Offense incident reported at Ballari PS-1.
8121,144100057202400014,202400014,2024-01-15,302,57,1,2,2,5,2,10,2024-01-15 23:00:00,2024-01-16 00:00:00,2024-01-16 09:00:00,13.18416,74.77767,Burglary incident reported at Udupi PS-3.
8122,144120070202500021,202500021,2025-02-16,221,70,1,2,2,5,2,12,2025-02-16 18:00:00,2025-02-16 19:00:00,2025-02-16 23:00:00,17.86655,77.47155,Burglary incident reported at Bidar PS-4.
8123,144120070202300019,202300019,2023-06-21,221,70,1,2,2,11,3,12,2023-06-21 23:00:00,2023-06-22 00:00:00,2023-06-22 11:00:00,17.97003,77.62983,Extortion incident reported at Bidar PS-4.
8124,144190109202500024,202500024,2025-01-17,91,109,1,2,1,2,2,19,2025-01-17 22:00:00,2025-01-17 23:00:00,2025-01-18 05:00:00,12.51123,76.89281,Assault incident reported at Mandya PS-1.
8125,144080045202500020,202500020,2025-04-19,50,45,1,2,4,9,2,8,2025-04-19 18:00:00,2025-04-19 19:00:00,2025-04-20 00:00:00,13.90053,75.4569,Domestic Violence incident reported at Shivamogga PS-3.
8126,144040024202400019,202400019,2024-04-01,199,24,1,2,2,5,1,4,2024-04-01 22:00:00,2024-04-01 23:00:00,2024-04-01 22:00:00,15.87708,74.40868,Burglary incident reported at Belagavi PS-6.
8127,144070040202400020,202400020,2024-07-05,286,40,1,2,2,4,1,7,2024-07-05 20:00:00,2024-07-05 21:00:00,2024-07-06 05:00:00,15.14903,76.91982,Theft incident reported at Ballari PS-4.
8128,144190112202500019,202500019,2025-01-02,166,112,1,2,2,5,1,19,2025-01-02 18:00:00,2025-01-02 19:00:00,2025-01-03 02:00:00,12.55563,76.94619,Burglary incident reported at Mandya PS-4.
8129,844160093202500005,202500005,2025-07-18,130,93,8,2,2,11,1,16,2025-07-18 16:00:00,2025-07-18 17:00:00,2025-07-18 20:00:00,16.12685,75.67991,Extortion incident reported at Bagalkot PS-3.
8130,144010002202300016,202300016,2023-08-05,86,2,1,2,2,4,3,1,2023-08-05 19:00:00,2023-08-05 20:00:00,2023-08-06 04:00:00,12.83598,77.53187,Theft incident reported at Bengaluru Urban PS-2.
8131,144030018202300021,202300021,2023-02-16,172,18,1,2,2,4,4,3,2023-02-16 20:00:00,2023-02-16 21:00:00,2023-02-17 06:00:00,12.8915,74.84096,Theft incident reported at Dakshina Kannada PS-6.
8132,144030013202400022,202400022,2024-10-14,320,13,1,2,2,6,4,3,2024-10-14 23:00:00,2024-10-15 00:00:00,2024-10-15 05:00:00,12.89346,74.97235,Robbery incident reported at Dakshina Kannada PS-1.
8133,144090051202300020,202300020,2023-09-06,204,51,1,2,2,4,2,9,2023-09-06 23:00:00,2023-09-07 00:00:00,2023-09-07 02:00:00,13.28694,77.16025,Theft incident reported at Tumakuru PS-3.
8134,144160092202400020,202400020,2024-03-29,227,92,1,2,1,2,3,16,2024-03-29 11:00:00,2024-03-29 12:00:00,2024-03-29 20:00:00,16.17813,75.64907,Assault incident reported at Bagalkot PS-2.
8135,144050029202400025,202400025,2024-10-11,393,29,1,2,2,5,3,5,2024-10-11 22:00:00,2024-10-11 23:00:00,2024-10-12 09:00:00,15.4436,74.97157,Burglary incident reported at Dharwad PS-5.
8136,144060033202300013,202300013,2023-03-03,224,33,1,2,2,6,1,6,2023-03-03 17:00:00,2023-03-03 18:00:00,2023-03-04 04:00:00,17.45765,76.79615,Robbery incident reported at Kalaburagi PS-3.
8137,144030014202300020,202300020,2023-05-18,101,14,1,2,4,9,2,3,2023-05-18 23:00:00,2023-05-19 00:00:00,2023-05-19 00:00:00,12.88252,74.84609,Domestic Violence incident reported at Dakshina Kannada PS-2.
8138,144130074202300023,202300023,2023-11-09,239,74,1,2,2,6,4,13,2023-11-09 18:00:00,2023-11-09 19:00:00,2023-11-09 19:00:00,16.1986,77.34502,Robbery incident reported at Raichur PS-2.
8139,144200117202400023,202400023,2024-11-19,373,117,1,2,2,5,2,20,2024-11-19 20:00:00,2024-11-19 21:00:00,2024-11-20 06:00:00,15.35073,76.095,Burglary incident reported at Koppal PS-3.
8140,144170102202500022,202500022,2025-08-27,8,102,1,2,3,8,4,17,2025-08-27 23:00:00,2025-08-28 00:00:00,2025-08-28 09:00:00,14.29893,76.45965,Cyber Fraud incident reported at Chitradurga PS-6.
8141,144080048202300030,202300030,2023-07-13,79,48,1,2,3,8,3,8,2023-07-13 21:00:00,2023-07-13 22:00:00,2023-07-13 21:00:00,13.97508,75.60672,Cyber Fraud incident reported at Shivamogga PS-6.
8142,144140081202400011,202400011,2024-04-08,65,81,1,2,2,4,1,14,2024-04-08 23:00:00,2024-04-09 00:00:00,2024-04-09 01:00:00,13.26085,78.10115,Theft incident reported at Kolar PS-3.
8143,144160095202400025,202400025,2024-03-08,11,95,1,2,3,8,1,16,2024-03-08 17:00:00,2024-03-08 18:00:00,2024-03-09 00:00:00,16.25141,75.62709,Cyber Fraud incident reported at Bagalkot PS-5.
8144,144150090202300025,202300025,2023-02-08,255,90,1,2,5,10,4,15,2023-02-08 15:00:00,2023-02-08 16:00:00,2023-02-09 02:00:00,13.35112,75.69993,Drug Offense incident reported at Chikkamagaluru PS-6.
8145,144040024202300020,202300020,2023-01-08,225,24,1,2,2,4,3,4,2023-01-08 23:00:00,2023-01-09 00:00:00,2023-01-09 00:00:00,15.86599,74.41421,Theft incident reported at Belagavi PS-6.
8146,144050026202500031,202500031,2025-02-10,400,26,1,2,3,8,1,5,2025-02-10 15:00:00,2025-02-10 16:00:00,2025-02-10 20:00:00,15.5282,75.06584,Cyber Fraud incident reported at Dharwad PS-2.
8147,144170099202400019,202400019,2024-09-16,126,99,1,2,2,4,1,17,2024-09-16 23:00:00,2024-09-17 00:00:00,2024-09-17 02:00:00,14.18389,76.41046,Theft incident reported at Chitradurga PS-3.
8148,144100055202500016,202500016,2025-02-10,350,55,1,2,1,2,4,10,2025-02-10 17:00:00,2025-02-10 18:00:00,2025-02-11 03:00:00,13.39515,74.78886,Assault incident reported at Udupi PS-1.
8149,144150089202500015,202500015,2025-02-04,258,89,1,2,2,4,3,15,2025-02-04 22:00:00,2025-02-04 23:00:00,2025-02-05 04:00:00,13.35531,75.89574,Theft incident reported at Chikkamagaluru PS-5.
8150,144150089202400017,202400017,2024-05-22,258,89,1,2,3,8,2,15,2024-05-22 16:00:00,2024-05-22 17:00:00,2024-05-22 17:00:00,13.29618,75.82298,Cyber Fraud incident reported at Chikkamagaluru PS-5.
8151,144010001202400016,202400016,2024-03-30,249,1,1,1,1,1,4,1,2024-03-30 23:00:00,2024-03-31 00:00:00,2024-03-31 07:00:00,13.00472,77.61005,Murder incident reported at Bengaluru Urban PS-1.
8152,144170102202400023,202400023,2024-07-25,8,102,1,2,2,5,2,17,2024-07-25 15:00:00,2024-07-25 16:00:00,2024-07-26 01:00:00,14.22564,76.3908,Burglary incident reported at Chitradurga PS-6.
8153,144080044202500020,202500020,2025-07-06,116,44,1,2,2,7,2,8,2025-07-06 19:00:00,2025-07-06 20:00:00,2025-07-07 01:00:00,13.95424,75.67686,Vehicle Theft incident reported at Shivamogga PS-2.
8154,844110062202400005,202400005,2024-09-16,70,62,8,2,3,8,4,11,2024-09-16 15:00:00,2024-09-16 16:00:00,2024-09-16 21:00:00,14.3815,76.02523,Cyber Fraud incident reported at Davanagere PS-2.
8155,144180106202500023,202500023,2025-09-11,203,106,1,2,4,9,3,18,2025-09-11 18:00:00,2025-09-11 19:00:00,2025-09-11 18:00:00,12.95791,76.10931,Domestic Violence incident reported at Hassan PS-4.
8156,144120072202500014,202500014,2025-12-18,5,72,1,2,2,11,1,12,2025-12-18 23:00:00,2025-12-19 00:00:00,2025-12-19 08:00:00,17.85495,77.43383,Extortion incident reported at Bidar PS-6.
8157,844080045202400005,202400005,2024-11-16,50,45,8,2,2,5,1,8,2024-11-16 15:00:00,2024-11-16 16:00:00,2024-11-16 19:00:00,13.88079,75.52034,Burglary incident reported at Shivamogga PS-3.
8158,144020011202400028,202400028,2024-10-10,35,11,1,2,2,4,1,2,2024-10-10 14:00:00,2024-10-10 15:00:00,2024-10-10 23:00:00,12.21562,76.77746,Theft incident reported at Mysuru PS-5.
8159,144130074202300024,202300024,2023-09-23,135,74,1,2,2,4,4,13,2023-09-23 14:00:00,2023-09-23 15:00:00,2023-09-23 20:00:00,16.19937,77.33151,Theft incident reported at Raichur PS-2.
8160,844180103202300004,202300004,2023-06-04,15,103,8,2,2,4,3,18,2023-06-04 11:00:00,2023-06-04 12:00:00,2023-06-04 20:00:00,12.9846,76.17651,Theft incident reported at Hassan PS-1.
8161,144050027202400021,202400021,2024-11-20,114,27,1,2,2,6,1,5,2024-11-20 09:00:00,2024-11-20 10:00:00,2024-11-20 16:00:00,15.49595,75.0245,Robbery incident reported at Dharwad PS-3.
8162,444040020202400001,202400001,2024-08-25,282,20,4,2,4,9,2,4,2024-08-25 21:00:00,2024-08-25 22:00:00,2024-08-26 00:00:00,15.76586,74.59514,Domestic Violence incident reported at Belagavi PS-2.
8163,144030013202500027,202500027,2025-02-12,108,13,1,2,4,9,2,3,2025-02-12 23:00:00,2025-02-13 00:00:00,2025-02-13 08:00:00,13.04221,74.79778,Domestic Violence incident reported at Dakshina Kannada PS-1.
8164,144010004202400013,202400013,2024-02-22,34,4,1,2,2,5,2,1,2024-02-22 21:00:00,2024-02-22 22:00:00,2024-02-23 05:00:00,13.00849,77.67388,Burglary incident reported at Bengaluru Urban PS-4.
8165,144030013202400023,202400023,2024-03-11,320,13,1,2,2,5,2,3,2024-03-11 17:00:00,2024-03-11 18:00:00,2024-03-11 19:00:00,12.91416,74.79553,Burglary incident reported at Dakshina Kannada PS-1.
8166,144070041202500012,202500012,2025-02-08,268,41,1,2,2,4,1,7,2025-02-08 22:00:00,2025-02-08 23:00:00,2025-02-09 05:00:00,15.19133,76.87524,Theft incident reported at Ballari PS-5.
8167,144010002202400019,202400019,2024-04-24,177,2,1,2,2,7,1,1,2024-04-24 11:00:00,2024-04-24 12:00:00,2024-04-24 13:00:00,12.99028,77.63127,Vehicle Theft incident reported at Bengaluru Urban PS-2.
8168,144100060202300019,202300019,2023-08-01,248,60,1,2,1,2,4,10,2023-08-01 22:00:00,2023-08-01 23:00:00,2023-08-01 22:00:00,13.3965,74.74817,Assault incident reported at Udupi PS-6.
8169,144090053202400023,202400023,2024-05-12,232,53,1,2,1,2,1,9,2024-05-12 20:00:00,2024-05-12 21:00:00,2024-05-13 01:00:00,13.39284,77.01932,Assault incident reported at Tumakuru PS-5.
8170,144200115202400018,202400018,2024-03-05,275,115,1,2,2,4,3,20,2024-03-05 22:00:00,2024-03-05 23:00:00,2024-03-06 08:00:00,15.44707,76.17625,Theft incident reported at Koppal PS-1.
8171,144040020202400021,202400021,2024-12-03,282,20,1,2,2,5,4,4,2024-12-03 19:00:00,2024-12-03 20:00:00,2024-12-04 01:00:00,15.84405,74.4774,Burglary incident reported at Belagavi PS-2.
8172,144040020202400022,202400022,2024-02-05,282,20,1,2,2,4,2,4,2024-02-05 23:00:00,2024-02-06 00:00:00,2024-02-06 01:00:00,15.71806,74.50526,Theft incident reported at Belagavi PS-2.
8173,144170100202500028,202500028,2025-08-21,111,100,1,2,2,5,2,17,2025-08-21 21:00:00,2025-08-21 22:00:00,2025-08-22 08:00:00,14.24994,76.35764,Burglary incident reported at Chitradurga PS-4.
8174,144190112202300019,202300019,2023-02-24,103,112,1,2,2,6,4,19,2023-02-24 20:00:00,2023-02-24 21:00:00,2023-02-25 04:00:00,12.5251,76.95587,Robbery incident reported at Mandya PS-4.
8175,144050029202400026,202400026,2024-09-10,386,29,1,2,2,4,2,5,2024-09-10 23:00:00,2024-09-11 00:00:00,2024-09-11 00:00:00,15.47888,75.05264,Theft incident reported at Dharwad PS-5.
8176,144110063202400028,202400028,2024-11-05,371,63,1,2,2,5,4,11,2024-11-05 17:00:00,2024-11-05 18:00:00,2024-11-05 23:00:00,14.49067,75.79728,Burglary incident reported at Davanagere PS-3.
8177,144060036202500022,202500022,2025-12-06,339,36,1,2,2,6,1,6,2025-12-06 21:00:00,2025-12-06 22:00:00,2025-12-07 09:00:00,17.30437,76.83395,Robbery incident reported at Kalaburagi PS-6.
8178,144170099202500014,202500014,2025-05-15,126,99,1,2,2,4,1,17,2025-05-15 21:00:00,2025-05-15 22:00:00,2025-05-16 09:00:00,14.22882,76.54984,Theft incident reported at Chitradurga PS-3.
8179,144070042202300021,202300021,2023-12-30,29,42,1,2,2,4,3,7,2023-12-30 23:00:00,2023-12-31 00:00:00,2023-12-31 07:00:00,15.23727,76.87052,Theft incident reported at Ballari PS-6.
8180,144070040202500019,202500019,2025-02-28,148,40,1,2,2,5,1,7,2025-02-28 11:00:00,2025-02-28 12:00:00,2025-02-28 13:00:00,15.1878,76.99281,Burglary incident reported at Ballari PS-4.
8181,144140079202500022,202500022,2025-06-30,283,79,1,2,2,4,3,14,2025-06-30 04:00:00,2025-06-30 05:00:00,2025-06-30 13:00:00,13.0063,78.12182,Theft incident reported at Kolar PS-1.
8182,144160094202500024,202500024,2025-10-23,231,94,1,2,1,2,4,16,2025-10-23 22:00:00,2025-10-23 23:00:00,2025-10-24 01:00:00,16.12061,75.74334,Assault incident reported at Bagalkot PS-4.
8183,144050026202400012,202400012,2024-01-13,400,26,1,2,4,9,4,5,2024-01-13 21:00:00,2024-01-13 22:00:00,2024-01-13 21:00:00,15.44152,74.9842,Domestic Violence incident reported at Dharwad PS-2.
8184,144040024202500022,202500022,2025-12-27,124,24,1,2,5,10,2,4,2025-12-27 23:00:00,2025-12-28 00:00:00,2025-12-28 10:00:00,15.84183,74.52288,Drug Offense incident reported at Belagavi PS-6.
8185,144180106202300017,202300017,2023-12-08,159,106,1,2,2,5,2,18,2023-12-08 20:00:00,2023-12-08 21:00:00,2023-12-09 02:00:00,13.0116,75.94708,Burglary incident reported at Hassan PS-4.
8186,144150090202400013,202400013,2024-07-29,255,90,1,2,2,4,1,15,2024-07-29 23:00:00,2024-07-30 00:00:00,2024-07-30 07:00:00,13.3655,75.77525,Theft incident reported at Chikkamagaluru PS-6.
8187,144040022202400023,202400023,2024-04-12,197,22,1,2,2,5,2,4,2024-04-12 21:00:00,2024-04-12 22:00:00,2024-04-13 00:00:00,15.83872,74.44391,Burglary incident reported at Belagavi PS-4.
8188,144080046202300019,202300019,2023-11-17,10,46,1,2,2,5,3,8,2023-11-17 19:00:00,2023-11-17 20:00:00,2023-11-18 06:00:00,13.92354,75.65409,Burglary incident reported at Shivamogga PS-4.
8189,144190112202500020,202500020,2025-03-06,103,112,1,2,2,5,1,19,2025-03-06 13:00:00,2025-03-06 14:00:00,2025-03-06 22:00:00,12.43549,76.8529,Burglary incident reported at Mandya PS-4.
8190,144190113202300028,202300028,2023-02-26,171,113,1,2,3,8,2,19,2023-02-26 23:00:00,2023-02-27 00:00:00,2023-02-26 23:00:00,12.47279,76.88557,Cyber Fraud incident reported at Mandya PS-5.
8191,144020012202500023,202500023,2025-07-10,349,12,1,2,5,10,1,2,2025-07-10 09:00:00,2025-07-10 10:00:00,2025-07-10 15:00:00,12.37024,76.6874,Drug Offense incident reported at Mysuru PS-6.
8192,844130075202300003,202300003,2023-04-20,312,75,8,1,1,1,4,13,2023-04-20 17:00:00,2023-04-20 18:00:00,2023-04-21 04:00:00,16.23115,77.35069,Murder incident reported at Raichur PS-3.
8193,844150089202400006,202400006,2024-11-10,258,89,8,2,5,10,2,15,2024-11-10 16:00:00,2024-11-10 17:00:00,2024-11-10 16:00:00,13.41092,75.9449,Drug Offense incident reported at Chikkamagaluru PS-5.
8194,844030015202300003,202300003,2023-11-13,236,15,8,2,3,8,1,3,2023-11-13 22:00:00,2023-11-13 23:00:00,2023-11-13 23:00:00,12.94673,74.91813,Cyber Fraud incident reported at Dakshina Kannada PS-3.
8195,144060032202400023,202400023,2024-03-13,12,32,1,1,1,1,2,6,2024-03-13 20:00:00,2024-03-13 21:00:00,2024-03-14 05:00:00,17.33802,76.80953,Murder incident reported at Kalaburagi PS-2.
8196,144150087202500023,202500023,2025-09-25,270,87,1,2,2,6,3,15,2025-09-25 22:00:00,2025-09-25 23:00:00,2025-09-26 02:00:00,13.28881,75.60993,Robbery incident reported at Chikkamagaluru PS-3.
8197,144010003202500023,202500023,2025-07-11,331,3,1,2,3,8,2,1,2025-07-11 17:00:00,2025-07-11 18:00:00,2025-07-12 03:00:00,12.93003,77.6124,Cyber Fraud incident reported at Bengaluru Urban PS-3.
8198,144180103202400018,202400018,2024-09-05,15,103,1,2,2,5,3,18,2024-09-05 15:00:00,2024-09-05 16:00:00,2024-09-06 03:00:00,13.06316,76.03864,Burglary incident reported at Hassan PS-1.
8199,144050028202300015,202300015,2023-05-10,288,28,1,1,1,1,2,5,2023-05-10 17:00:00,2023-05-10 18:00:00,2023-05-11 00:00:00,15.51814,75.08177,Murder incident reported at Dharwad PS-4.
8200,144190113202300029,202300029,2023-05-07,307,113,1,2,2,5,2,19,2023-05-07 22:00:00,2023-05-07 23:00:00,2023-05-08 01:00:00,12.54824,76.95074,Burglary incident reported at Mandya PS-5.
8201,144150089202400018,202400018,2024-08-07,45,89,1,2,3,8,1,15,2024-08-07 23:00:00,2024-08-08 00:00:00,2024-08-08 11:00:00,13.36404,75.83059,Cyber Fraud incident reported at Chikkamagaluru PS-5.
8202,144030017202300019,202300019,2023-09-25,117,17,1,2,2,6,4,3,2023-09-25 21:00:00,2023-09-25 22:00:00,2023-09-26 05:00:00,12.87664,74.83377,Robbery incident reported at Dakshina Kannada PS-5.
8203,144070038202500015,202500015,2025-08-14,147,38,1,2,2,4,1,7,2025-08-14 14:00:00,2025-08-14 15:00:00,2025-08-14 15:00:00,15.03888,76.84572,Theft incident reported at Ballari PS-2.
8204,144140080202400018,202400018,2024-12-28,397,80,1,2,5,10,3,14,2024-12-28 13:00:00,2024-12-28 14:00:00,2024-12-28 15:00:00,13.02795,78.13739,Drug Offense incident reported at Kolar PS-2.
8205,444170097202500003,202500003,2025-11-20,343,97,4,2,1,2,4,17,2025-11-20 21:00:00,2025-11-20 22:00:00,2025-11-21 07:00:00,14.23198,76.45056,Assault incident reported at Chitradurga PS-1.
